"gene","logFC","logCPM","F","PValue","FDR"
"RAB2A",0.104939289542688,8.37868570570049,0.660605063378279,0.428129252925739,0.589058069240021
"CCDC50",-0.162242683274898,5.68855162199544,0.658714030268429,0.428338044848583,0.589190252743038
"PCBP2",-0.103429355734575,8.23701536136445,0.659487312769415,0.428517494000352,0.589282015559022
"HNRNPK",-0.123389667200747,8.29588627699878,0.65736633168993,0.429242221269485,0.590123379951498
"GBF1",-0.159819852218562,6.24860209017968,0.654661013509444,0.430222077415423,0.591314961517333
"ETV1",-0.256316059811845,5.78407832647155,0.653631452849736,0.430429777618157,0.591444912620953
"PAFAH1B1",0.138104935817214,7.22019980775348,0.653300769589494,0.430657476122499,0.59160226746184
"RPLP0",-0.0843674382334734,10.7395748959086,0.652329875769859,0.430978081672848,0.591887134236462
"TRIM28",-0.168873841490436,6.63707884045439,0.651562463629502,0.431268164524762,0.592129943780124
"MTHFS",-0.272790874672303,5.53514382299309,0.650898606107271,0.431452395611722,0.592227329795817
"GRPEL2",-0.221353534994807,5.28118885982889,0.647824868464629,0.431987153811148,0.592733810022199
"RNF10",-0.141494253682564,6.94489950850145,0.64929079848778,0.432048176044495,0.592733810022199
"CHP1",0.166169644187464,8.30769254585945,0.646984831171205,0.432859170219699,0.593472291276925
"RIMS2",-0.159099608932485,6.89588920425706,0.647017539697942,0.432867959952784,0.593472291276925
"FAM219A",-0.199912177225203,5.43210057618066,0.64654798084756,0.432927079900309,0.593472291276925
"PSMA7",-0.127782293654034,8.218059820275,0.646396607409972,0.433044185683304,0.593477178439075
"PPA2",0.180489885987832,6.83829554811843,0.645809577032671,0.433309401101931,0.5936849907103
"MGST2",0.18652671504739,6.36035234579191,0.645369091193082,0.43344494486098,0.593715075154178
"TRAPPC1",-0.141197153856163,6.92104493738745,0.644836319104715,0.433619449820497,0.593742328372413
"ID4",-0.150648950369323,6.88093588176033,0.64458375848156,0.433692024053161,0.593742328372413
"WSB1",-0.135347891062874,8.41112506274822,0.642363951703356,0.434456454809071,0.594633121049231
"AGO2",0.25411895062232,5.19816065716389,0.646502250975559,0.434673688117386,0.594774703609837
"PRPF38A",-0.341323757491365,5.52662834470256,0.64040731891801,0.435021657338528,0.595095054412061
"ENY2",-0.132712829757801,6.70547333276496,0.63893857215695,0.435680890969228,0.59584092545687
"HRAS",0.22584563569135,5.39968726507293,0.637230334190791,0.436322731069227,0.596562624980081
"PER1",-0.177519219780158,5.35075193388797,0.633909576504492,0.437099419493643,0.597468270317278
"HNRNPH3",0.142857487746562,7.56959194179035,0.633337580804272,0.437647883409252,0.598061565118997
"SDHAF1",-0.285594479917251,4.95183284939558,0.632239109572031,0.437884318862648,0.598228263119461
"ACYP1",0.165628327377068,5.31960283797971,0.630713130621112,0.438343520699604,0.598699133184435
"NOB1",0.19349304821809,5.1178365904484,0.629066462394922,0.439077066425248,0.599392565398152
"SMARCC1",-0.16823754999002,5.67722587168667,0.629130497928229,0.439080568760192,0.599392565398152
"DMXL2",0.200796980132159,6.11238580919015,0.623945746328313,0.440026570128592,0.600527123253825
"CRY1",-0.176532749025745,5.3383838733761,0.625552627161674,0.440478334464348,0.600814487077581
"STOML2",-0.1541910740329,6.19802306350927,0.625415143260217,0.440489258454103,0.600814487077581
"DCAF12",0.21524974749038,5.49365860926345,0.62483141896534,0.440581964600797,0.600814487077581
"CRYZ",-0.152024771218878,7.0629279622581,0.623550774447403,0.441179781023907,0.601472800055285
"KDELR1",0.0933162170171453,9.07810158199399,0.622355610377962,0.441564040641493,0.601839697635746
"EIF2B4",0.176457896266753,5.4987089464397,0.619604178908021,0.442064469976419,0.602039267673457
"EDIL3",-0.199839462635801,7.04667872872783,0.618620257590504,0.44212412748206,0.602039267673457
"RRM2B",0.150503919630472,6.50253771473248,0.620892981813291,0.442135371018069,0.602039267673457
"SRP19",0.135313759548671,6.75068246671574,0.620794139289003,0.442171178228123,0.602039267673457
"LLPH",-0.19450500233297,5.4155767803634,0.620036084969173,0.442381868345935,0.602116513610876
"SF3B1",0.13608052089803,7.80075113569666,0.619988036480944,0.442458298982088,0.602116513610876
"NIPA2",0.218185211695248,5.84403909602481,0.619076728844027,0.442641884586366,0.602209560315704
"ANKRD13A",0.220597136183326,5.25205932862503,0.617229983860786,0.442816420060026,0.602290249194317
"PSMG3",0.196688455542427,6.05960978526276,0.618402599235308,0.443006324640459,0.602391794717919
"ZC3H6",0.190428338971875,6.06116449450102,0.616025649163785,0.443722874840595,0.603209224133105
"UBFD1",-0.20823143277656,6.08398175059394,0.61577673713944,0.443984908527522,0.603408506727341
"GRSF1",-0.127127952232608,7.95901010944052,0.614811570524872,0.444309144564672,0.603692201361981
"RAB11FIP1",0.130599504752681,8.09262823901021,0.61430911688392,0.444481829253767,0.603769886047152
"ARHGAP12",-0.170444030345471,5.64806046275413,0.612650965133457,0.444650018847364,0.603841425958735
"COASY",-0.186763568139791,5.73056117652511,0.613608222167394,0.444818349269156,0.603913119903865
"NDUFA6",-0.130699781617198,7.72716770688185,0.611655502289381,0.445451169207125,0.60461523278256
"STARD10",-0.164740187000243,6.69671054278302,0.608324847171539,0.445686497284226,0.6047776015848
"PTDSS1",0.165321900658729,5.58821544467477,0.61031047246667,0.445947298286249,0.604974442808778
"ERLIN2",0.18539888506672,5.53785154553167,0.607958323595377,0.446654592880737,0.605664623297233
"FAM217B",0.203376501168122,5.37740026372128,0.607434893378727,0.446687798509821,0.605664623297233
"COPS5",0.128541235530338,6.62372436426069,0.607220162479417,0.447100053608836,0.606066384910111
"NASP",-0.158426938554399,5.86844858583644,0.604971886200503,0.447486015724882,0.606432305987544
"SLC25A14",-0.276338899647614,5.27668366176453,0.604545101972065,0.447888643639771,0.606820616979026
"WBP11",-0.132747109112019,6.86772206747487,0.60441607669412,0.448124136998895,0.606982343636493
"GBE1",0.206152693257552,5.37914877721734,0.60289675827546,0.44827836136279,0.607033936487902
"LEPROT",-0.124342769435098,6.85527273439212,0.602085490256503,0.44899572221193,0.607755201960028
"DENR",-0.181409771354099,6.66462486782291,0.601785735739081,0.449113304448615,0.607755201960028
"LPIN2",-0.209484395903414,5.37866918290428,0.601157287398812,0.449165545096423,0.607755201960028
"ERC1",-0.152494142869714,6.4176347413278,0.601150008158701,0.449276085780285,0.607755201960028
"MAPKAPK2",-0.205080648675235,7.18889590192932,0.598967803856616,0.450122475561431,0.608742607958499
"UBE2Q1",-0.2469828090204,7.00402665531031,0.597860872215235,0.45066374981129,0.609316973684328
"NFASC",0.158055412405629,6.67927871325074,0.597181325133145,0.450803175315278,0.609347865883879
"OSBPL9",-0.179823073088813,5.82018004709663,0.59307581558958,0.452208473504203,0.611052631189919
"JMJD1C",0.153837034285746,6.84859334040366,0.593176446098197,0.452298188267419,0.611052631189919
"CEP350",-0.159687638679359,6.8494706577293,0.592143293505039,0.452679423584106,0.611268357820191
"SNRPF",-0.129586520951246,7.14244111264357,0.591999531299274,0.452724370049325,0.611268357820191
"ATXN10",-0.148448740965877,7.511098508266,0.591560651686377,0.452902526084236,0.611268357820191
"LGALS8",0.147629253937488,6.02783582090212,0.591269749871983,0.453033468627714,0.611268357820191
"CGRRF1",-0.218980691236644,5.96425168080996,0.590616783567176,0.45317859490137,0.611268357820191
"CPSF3L",-0.209711214980633,4.66524466779372,0.591374203898264,0.453423584011599,0.611268357820191
"TXNDC15",0.169027334831011,6.73390686441723,0.59019635489776,0.453436654233596,0.611268357820191
"PRPSAP2",0.134225069326371,5.99918202871297,0.590167950340814,0.453443317359035,0.611268357820191
"TMEM128",0.165342232715889,5.77192628178483,0.589467726106879,0.453595696066066,0.611268357820191
"DNAJA3",0.166942165160536,5.93610848499084,0.589764054356976,0.45362731203071,0.611268357820191
"MTSS1L",-0.196384059529072,5.67599627337376,0.588367361138649,0.454141089842297,0.611778256646176
"NDUFB10",-0.117173576380491,7.457034305431,0.587965563592997,0.454239796067306,0.611778256646176
"IMPAD1",0.151328330232861,6.79764604605755,0.586817894759508,0.454693165587672,0.612231111933735
"NDUFA11",0.0982369701959641,8.09502686741186,0.584073433410946,0.455709685629211,0.613441804476922
"RBM10",-0.185708368036218,5.81302216367494,0.582519243381637,0.456344790062144,0.614138573031624
"KCMF1",0.164174693805798,6.75806776758843,0.580470646261689,0.45710336370382,0.61500110220846
"PQBP1",0.14166063124048,6.29137851087302,0.57848920756047,0.457759803196433,0.615582904302089
"HMCES",0.247352076482831,5.83890807653483,0.582309132887176,0.457789552227668,0.615582904302089
"FOXP1",-0.158105147611092,7.41395877417193,0.578387547355401,0.457889101191223,0.615582904302089
"SCMH1",-0.290303732651206,5.50073359746174,0.575929711686375,0.458619351106594,0.616406106514314
"AK6",0.233354069204997,6.41698195105632,0.579693652264871,0.458792725532456,0.616480610888984
"SOCS4",-0.237787741210438,5.58927625787209,0.574740985179909,0.459312106008701,0.617019886432145
"VEZT",0.165817821036208,6.0852554290618,0.572388851752433,0.460127325829241,0.61795620043922
"SYNJ2",-0.13246909031952,6.13341824933432,0.571676721801829,0.460429680773242,0.618203427023308
"ACACA",0.181249692111054,5.33944658614425,0.571221502423658,0.460966661751231,0.618765470203822
"TPD52L2",-0.190882264524308,5.73204720138432,0.569131499611768,0.461486548101792,0.619304284192058
"MIF",0.0951125217047751,10.2210540090195,0.57234428097614,0.461693713979555,0.619423265649675
"RRP36",0.205888341389339,5.07375100526252,0.566368207920636,0.462446079142907,0.62008014911876
"ANKRD39",0.155448351626484,5.63815637777679,0.566004595778527,0.462451599887594,0.62008014911876
"RBM39",0.104084175753454,7.86935281999549,0.566325673567676,0.462539219708063,0.62008014911876
"MRPS22",-0.19390955923723,5.19050315231352,0.564014413655029,0.462943496776575,0.620462989141323
"DPP8",0.138183717385392,6.16429633711523,0.560588037464856,0.464807995015607,0.622706380366302
"PGP",0.260620680664749,5.13856424764202,0.560191515540424,0.464932150752474,0.622706380366302
"TTC19",-0.149448939220308,6.52434269259537,0.560152354041393,0.464974747000129,0.622706380366302
"RABGAP1",0.162124202149308,6.04050756290409,0.559557533768921,0.465161138639201,0.622796432291779
"ABCF1",-0.144268572929325,6.45978414335384,0.558376258614499,0.46564451395877,0.623283962730472
"HSD17B12",-0.116773630847843,7.75032984472486,0.556624623813995,0.466315403287728,0.624022174343306
"CRYL1",0.15108696986669,6.42773504282466,0.555978183239776,0.466560233113165,0.624190002171107
"UBAC1",-0.189569077288553,5.39197515971217,0.553206709568489,0.467594021811253,0.62541298669586
"FRG1",0.15458022567666,5.735012044934,0.551093157421415,0.468464561307532,0.626382626838659
"PHACTR4",0.165556104564129,6.59012867224041,0.550698857274738,0.468588586473605,0.626382626838659
"MLST8",0.26391150797628,5.61408839795243,0.55205018095255,0.46867848738588,0.626382626838659
"GKAP1",0.242399419717758,5.3130506347953,0.548402271029075,0.469307049558621,0.627062358906675
"ACYP2",-0.164822189004728,5.02016342281119,0.548349522506503,0.469473998616601,0.627125119031171
"SLC17A5",-0.134094757039603,6.4500661654542,0.548128327157585,0.469713724520768,0.627285037830877
"CLDND1",0.131789664153496,7.22181597434915,0.547738544625291,0.469872962280192,0.627337413496441
"SEPHS2",-0.177814066411491,6.65183878467331,0.54574222098491,0.470662474082867,0.628103865322577
"COMMD6",0.138406946410436,7.17469026900595,0.545647594675844,0.470687670932486,0.628103865322577
"ACAA2",-0.111153675107981,7.27346149512415,0.545338691333923,0.470807527134849,0.628103865322577
"STX8",-0.182197857515669,5.75460130224554,0.544631248931959,0.470955248046681,0.628140617897424
"SRSF3",-0.144184887385974,8.24974169542551,0.543620458340535,0.471483335865404,0.628652101551443
"PURA",0.117869856089308,7.40803389574199,0.543403582868856,0.471579278780028,0.628652101551443
"MLX",-0.14704083777532,6.27960855982864,0.53960546678703,0.473162169800342,0.63060139254115
"S100A6",-0.168297991524326,8.61282447551283,0.538885695186239,0.473385409291365,0.630738091859792
"PPP1R15B",-0.147669096686948,6.08947630208159,0.537885017033687,0.47371188975882,0.631012244589539
"CRELD2",-0.311285017480311,6.40084285775269,0.537700205490034,0.474010410803633,0.631085812234081
"SH3GLB1",0.105776505077622,7.37590595716397,0.537079896622819,0.474123433416233,0.631085812234081
"SBNO1",0.146674283118981,7.17704624524167,0.536884715774586,0.474182153604613,0.631085812234081
"SERINC3",0.135510381493927,7.57512898096665,0.536798984947511,0.474250061307724,0.631085812234081
"CUL4B",0.160195511102368,6.2467590488043,0.535402501549529,0.474828901471795,0.631695257824655
"SCAF11",-0.124943768800709,7.14331450608343,0.534301769671512,0.475271798939126,0.632123586019036
"IL17RC",-0.243069205294677,4.86510080974841,0.534937999366077,0.475607960653609,0.632249442099042
"YTHDC1",-0.13746614202783,6.52171057685373,0.533247466846414,0.475674957179305,0.632249442099042
"KLHDC7A",0.266303852170826,3.3623065536524,0.532727384607754,0.475729300894496,0.632249442099042
"HNRNPU",-0.113880709277631,8.10129401790687,0.53149299040363,0.476394534835562,0.632972606402003
"CDC40",-0.17575721275287,5.77239864954001,0.528587574122042,0.476778884809222,0.633322295018501
"MYO5A",-0.144773226860221,6.19247087301165,0.529076820822752,0.477186551860704,0.63370277097965
"RPSA",0.0792987085586866,10.009256031555,0.528344242108192,0.477674355009885,0.634189447202608
"SMC3",-0.121848446621278,6.95392772879008,0.525960300925146,0.478677811798858,0.635358442673411
"NOSIP",-0.199388093449237,5.46377824819148,0.524048083788147,0.478797954025362,0.635358442673411
"NAA38",0.124601528873109,7.29587578853541,0.525266915773475,0.478961817563842,0.635414573707158
"SEPT2",0.10642950572061,8.47977794019889,0.524224690530003,0.479373445978709,0.635734709591081
"MRPL41",-0.149373041015518,6.87343303108114,0.523783815460289,0.479566156173435,0.635734709591081
"DCK",0.147414566069592,5.77422625175555,0.522834687742382,0.479568004575786,0.635734709591081
"SNRNP200",-0.174355706327796,6.97124909823223,0.522277738908661,0.480199681050316,0.636410682771299
"PDCD4",0.143194998597318,7.83357172273239,0.521835599397064,0.480389635667068,0.636501045787519
"TCTN3",-0.160225818261553,5.80677145949633,0.519702016342761,0.481076767991936,0.63724994077391
"GPBP1",-0.154999887124943,7.09909361768867,0.518808451939508,0.481642763496905,0.637838035165524
"NUDC",-0.113323119737186,7.6903968012336,0.518340633202963,0.481815267723281,0.637904864333736
"DDAH2",-0.181415341313373,5.15129409725903,0.517096160756615,0.482210136676687,0.638265987442148
"UBA1",-0.11114143385049,8.02848306657857,0.516399876847258,0.482620702806551,0.638522379494205
"ZC3H18",-0.197823473506388,4.73935669015605,0.516032960778534,0.482726775599769,0.638522379494205
"SUCLG1",0.112758436833089,7.20785684234827,0.515961477351538,0.482828536300537,0.638522379494205
"ACVR1",-0.158183266781794,5.9385509468716,0.515703691878672,0.482963437012137,0.638522379494205
"LARP7",-0.142598092642048,5.82413318163368,0.515020258414883,0.483014633349931,0.638522379494205
"CD320",-0.154245991259244,6.59189887828083,0.514082759661321,0.483633276665988,0.63901735094454
"PHF14",-0.180448244614906,5.47989974996952,0.513234704961812,0.483633564250354,0.63901735094454
"ARPC5",-0.114790760569351,7.80146694486395,0.512845033493628,0.484109101766445,0.639484021969474
"CTR9",0.137012172316904,6.46519147065623,0.511455576087235,0.484721807472729,0.640131603754409
"CRKL",0.140388506401849,6.1872263614285,0.510832183830711,0.484956458499503,0.640279719266709
"CNOT6L",0.159076902542909,5.80283756626712,0.508338429152103,0.485602581437514,0.640970882114618
"SNF8",-0.127577294554948,6.3910596884189,0.508757067308477,0.485856595541502,0.641144262786021
"BPTF",-0.138186001671637,7.48190870821219,0.5074578640351,0.486403671189249,0.641704187104039
"MEAF6",0.102205646147825,7.67317623924404,0.506524689459007,0.486781933771499,0.642041172804346
"SMARCC2",0.13243790568432,6.81118928422327,0.505902449369506,0.487024622133817,0.64204568442904
"SH3PXD2A",-0.186552995638946,5.52812141414827,0.504632373728772,0.487031019468365,0.64204568442904
"INA",-0.107891471163694,7.53794713825102,0.503818681137945,0.487925707599963,0.643062953511096
"MFSD11",0.192192259235419,5.92360888572758,0.501380682833814,0.488072901678621,0.64309479633833
"DDX21",0.109843097285943,7.33020774869433,0.502428674221087,0.48851789077724,0.643518905013264
"AQP3",0.565555472439376,6.72601513676177,0.520561564081617,0.488887912356331,0.643844071022056
"ARCN1",0.121861351458169,7.83592564333114,0.499008696230528,0.489974915055652,0.64511306826093
"FBXO42",0.212034543979888,5.30177454377442,0.494470643761637,0.490793751607768,0.646028441111509
"SECISBP2",-0.157401305620768,6.20405497963312,0.495618056192589,0.491425394939083,0.646697013934186
"DDX25",-0.194710896666182,5.42941053707968,0.493968088935952,0.49192625834086,0.647193192133822
"SYNRG",0.180517590269327,6.1127873087268,0.494066714083396,0.49264362013005,0.647973880830341
"FAF2",0.149246715074134,6.47242868461555,0.492377527768761,0.492883501040247,0.64812630438676
"IMMP1L",0.150657940944572,6.38433607850152,0.491659895983975,0.493170309631206,0.648243590690007
"HPS4",0.216256890094932,5.78537412812913,0.490436002938031,0.493432362794675,0.648243590690007
"PSMD6",0.155549513865895,6.81488793925961,0.491025954554496,0.493446130672634,0.648243590690007
"COX6C",0.0962865896545226,8.74250071296346,0.490882591796793,0.493473677905818,0.648243590690007
"ABCE1",0.151217148109294,6.09980728223743,0.490102442697272,0.493647375265359,0.648243590690007
"NCL",0.101510431513329,7.70262392543481,0.49035354976608,0.493716804005532,0.648243590690007
"HMGCR",-0.139929796940246,6.53914388387081,0.488287616674191,0.494509385065674,0.649121184263757
"UBE2E1",-0.151640593091797,5.34714586342426,0.487877987496796,0.494824514445827,0.649371764250147
"CRTAP",0.13468374837024,6.25921241173411,0.486975746828796,0.495206880874832,0.649710433316452
"SPIN1",0.111043520913981,6.92969753992433,0.485442197226188,0.495871279046432,0.650418864636311
"HMGA1",-0.174952025606285,5.946667097436,0.484342549632287,0.496358807557163,0.65089500429034
"FOXK2",-0.199783824753782,5.83646820800595,0.483916880992547,0.49655675203958,0.650897094376575
"CDK2AP2",0.16641972327862,6.28936005213467,0.483740227375236,0.496609453295156,0.650897094376575
"NDUFS4",0.17341087298664,6.65643183627595,0.483215597489796,0.496820060609995,0.65100989140347
"PRPF4",0.182642959958934,5.51336065694005,0.482274863121881,0.496993138057005,0.651073466823049
"RUNDC3A",-0.128115224573246,6.63545128638966,0.480552809222733,0.498014596739463,0.652132439940721
"ZNRF2",0.217411651895121,5.25424246811009,0.480163051224186,0.498051023578221,0.652132439940721
"RBMX2",0.167601959216062,5.34347980533583,0.478654528982073,0.498641024555853,0.652741456387038
"PLEKHB2",-0.114001232642391,7.8599749426603,0.477913912974003,0.499169701491066,0.653269912291888
"GINM1",-0.182451207323097,6.06889598603474,0.476870180635241,0.499643125551038,0.653725811578292
"HMGB2",0.156194288281324,5.46946540850691,0.47561419520898,0.499802231332602,0.653770336130008
"THAP4",-0.127779299820025,6.16729541870209,0.47622342313099,0.499936047225439,0.65378176603637
"KDM1A",0.167753362690956,5.58593583178372,0.473390885043984,0.50095317193329,0.654948031439546
"RNF41",-0.188166250688476,6.5866165852158,0.472394860369174,0.501646114610559,0.655532236989922
"BEND7",0.163665264236694,5.25892586307277,0.471176940052005,0.501752650022695,0.655532236989922
"NR0B2",0.175977965634319,5.3120674885001,0.470104033799704,0.501776254103057,0.655532236989922
"SEC61B",0.100345699868994,8.31200475317223,0.470800419081116,0.502321525553982,0.65608061321106
"UBL4A",-0.213369946623937,5.34547388300417,0.469961224325129,0.502628974731855,0.656234707042167
"FGF14",0.28689023067397,5.84193201483841,0.469481015175968,0.502745084168682,0.656234707042167
"RER1",0.127644459831302,6.19930148911326,0.469773382106735,0.502816147255382,0.656234707042167
"MORN4",0.18885883763335,5.45753192188835,0.467182719211267,0.503815769979939,0.657219039974512
"TMEM251",-0.153081318092537,5.5698491576135,0.467116564730801,0.503821827659818,0.657219039974512
"PKD2",-0.140498699275555,6.09861193701131,0.463033262052525,0.50580804803627,0.659525838634285
"YPEL3",-0.122411131386051,6.12535538458179,0.463013708295428,0.505874992740284,0.659525838634285
"MBD1",0.133038121915587,5.83394755177255,0.462750343251969,0.505968741711017,0.659525838634285
"ALPK3",-0.157396812904339,6.88413806126879,0.460393110295708,0.507047647173376,0.660767402586696
"EIF3B",0.176362397392372,6.49143264141984,0.459428357747615,0.507473835760395,0.661157960996905
"MAGED2",-0.139924125300238,8.10576085096466,0.458796182240614,0.507761652544497,0.661368093159752
"YWHAB",-0.0852619954571348,8.61908922242158,0.458440164200657,0.507907968977848,0.661393859951971
"CARKD",0.135841978242438,6.18322522339742,0.459120836865948,0.508104492203055,0.661484976524376
"NBR1",0.125151177517912,6.863874988139,0.456948115640285,0.508617752605239,0.661988295036749
"SPTY2D1",0.204285486810578,5.17136042790495,0.45662921599984,0.508750176727087,0.661995811240349
"PM20D2",-0.154239942523242,5.36765175490839,0.456367006286626,0.508884014845208,0.662005163164734
"TUNAR",-0.246683958283106,5.54780590870449,0.458392493328112,0.509310704595482,0.662395385150681
"TULP4",0.17647033733456,6.60402286405884,0.452948020814617,0.510160537244101,0.663335604023611
"NSFL1C",-0.123813357081322,6.57948454396475,0.451728894658416,0.511015397164744,0.664281890320845
"HES1",-0.232012944949009,6.14842047785709,0.44915928798551,0.512189639593304,0.66564277626907
"UCKL1",-0.195616413906612,5.48174880588283,0.448067351484195,0.512581772454656,0.665986807014787
"CCDC6",0.170277111753167,5.98804708071809,0.445696951118609,0.51370227850239,0.667140401147737
"STIM1",0.155229455756723,5.75605537949884,0.445876430586358,0.51372491192264,0.667140401147737
"SNX3",0.108923527493363,7.53701764965979,0.44517057430216,0.514036247794868,0.667378903930396
"STAG2",0.130837378533723,6.97747649254311,0.443826274167384,0.514686825656472,0.668057620488299
"ULK1",0.314343904001508,5.21236163503377,0.442497374509655,0.51510831570464,0.668391125928507
"PCM1",0.131860827733407,7.34819498183612,0.442667510760613,0.515199511453215,0.668391125928507
"RNF126",-0.188410524506944,5.16147116433665,0.442312844119621,0.515421631233023,0.668462621629585
"CTDSP2",0.181558960600348,6.62920487978797,0.442007536734144,0.515510393684495,0.668462621629585
"GLMP",-0.205320776794739,5.4324700527214,0.445151303619745,0.515972148380568,0.668895441365385
"ANKLE2",0.13671024713643,5.81171919184753,0.440144717840301,0.516370218592191,0.669245507706765
"ORAI2",0.148293217329323,6.7163301188933,0.438178209776342,0.517148032351582,0.670073210988026
"BAZ1B",0.120758213628404,6.70254617100596,0.438123223048332,0.517265239398639,0.670073210988026
"U2AF1",-0.178036566012134,6.03750571159526,0.434538826737966,0.517673841601214,0.670436365225358
"ARID4B",0.117191886254015,6.91108504042097,0.435127816057753,0.518777256906201,0.671698965035599
"PGAM5",-0.17056261665898,5.24889516205946,0.434206824079668,0.519074269823559,0.671917089739411
"CSNK1G1",-0.202832044413365,5.40501567997506,0.431489610605106,0.519475393151072,0.672269839069238
"TMEM80",0.179470594313844,6.13853988631995,0.432740098336562,0.519721593470756,0.672421972542485
"WIPF2",-0.154353162498536,6.50058991572587,0.432592547407933,0.519974195247008,0.672551927569138
"NAGK",-0.127788200800845,6.13339130971301,0.432343856213557,0.520079374638312,0.672551927569138
"FNBP1",0.156188883892756,4.96243115010105,0.43147575362501,0.520340716684556,0.672636288480671
"CTDSP1",-0.196254041323886,4.83136100781182,0.43154959794074,0.520401980221128,0.672636288480671
"CTBP1",0.122863704614174,7.26460102903032,0.429723263652656,0.521342314968079,0.673685112568145
"GORASP1",0.258781550791704,5.38294134576282,0.426754769946656,0.522699767782817,0.67527229021275
"UBE2D3",-0.089551290763704,8.63747217780759,0.422903001857768,0.524607202391463,0.677569025673382
"BLOC1S6",-0.0979042110751533,7.86831919863569,0.421959607537461,0.525088571600799,0.678023212390657
"MYDGF",-0.166371401150497,7.31877941154982,0.4235862102627,0.526319225715026,0.679444453645947
"CLN5",0.152850577281418,5.94520772497013,0.417355218096208,0.527129861367925,0.680322909967937
"PSMD12",0.185540925699172,6.46011976710651,0.417089144922451,0.52740579506641,0.680511007359201
"FBL",0.127690820070014,6.86471462819643,0.416592014739113,0.527687207312652,0.680706079127155
"BCLAF1",0.122768828023047,7.66958160904218,0.415790065395089,0.528094577725054,0.681063498092489
"KDM2A",-0.130981503263522,5.87096535460958,0.415115279758515,0.528438778573624,0.681106379351304
"CUEDC2",-0.146642494180951,5.92033172769291,0.41506256067873,0.5284479572204,0.681106379351304
"WDR46",0.17984854628955,5.26898712832472,0.414788396177968,0.528566710209492,0.681106379351304
"FKBP5",-0.128353428750334,6.28594967259675,0.41440601549934,0.5286490493645,0.681106379351304
"SNRPB2",-0.116098101573926,6.44299489005447,0.41355115297129,0.529199041872109,0.681646966945666
"RRP15",-0.164969221893291,5.39103236645227,0.411510898423148,0.529669695612947,0.682085119233524
"CDC42BPA",0.123095233759077,8.03388026199508,0.412174773630511,0.529883930692348,0.682167638213613
"ACAP2",-0.188240081252976,6.14124491695566,0.411308075784969,0.529994792191598,0.682167638213613
"YKT6",-0.159641591090862,6.13237350309521,0.411433610923072,0.530236775513628,0.682311084591268
"PPIG",-0.107326837232095,7.5893126067148,0.411097804792025,0.530393603190566,0.682340824022185
"LIN7B",0.127040485809936,6.07187737238356,0.410866461057391,0.530520969739077,0.682340824022185
"XRN2",0.150522038791631,6.26672460269469,0.409438900022482,0.530996155509965,0.682783986433108
"TCF7L2",0.139837442993506,5.60852001777395,0.408340280355725,0.531266573558138,0.682963694045349
"GNB2L1",0.0763373493351114,9.78099306910257,0.409568459252929,0.531715081863262,0.683196869451931
"BIRC2",0.127757999199989,6.19144681887634,0.408284587246627,0.531815529846273,0.683196869451931
"COX20",0.12050034230137,5.89096482177248,0.408147394559369,0.531882889892208,0.683196869451931
"FYCO1",0.191716026618073,5.85707692586271,0.407966386859124,0.53197077839475,0.683196869451931
"SRM",0.132473094390076,6.20542950113666,0.407606967394289,0.532123972927082,0.683225744654841
"DNAJB1",0.163414591626403,7.78857102791844,0.405913074152278,0.532956303903373,0.684126375369089
"SOCS6",0.144841835132377,5.7527806189217,0.405113808745232,0.533237297746366,0.684319016773939
"CAT",-0.151875876862794,6.10346057498685,0.404164193678406,0.53356743038084,0.684425527944091
"SNRNP35",0.184577486799449,5.21149569561922,0.403577395203132,0.53358217454987,0.684425527944091
"ARL5A",-0.14012247727332,6.31063780497789,0.404204448937195,0.533838861693916,0.684482060833627
"MCOLN1",-0.159118351522954,5.15992962264832,0.402135280101104,0.53388815037664,0.684482060833627
"NT5C3B",-0.154252206326974,5.2947164697928,0.405357042568662,0.53450499368434,0.685104855808741
"SENP2",0.14274181805509,5.32381229882466,0.400334037365176,0.535615302239509,0.686359692278969
"POLR2J",-0.113362648278938,6.64418309461363,0.398198034639257,0.536838035414749,0.687757943900219
"AZIN1",-0.0937315746071323,7.25335127668641,0.397753748567709,0.537064947540863,0.687880049202669
"RORC",0.205626920803538,5.1228342194967,0.39672415437369,0.537418927597915,0.687973500966829
"AASDHPPT",0.153134367704433,6.12346228901177,0.396580814716864,0.537527797250831,0.687973500966829
"TMEM70",0.19381669955807,6.25383523520967,0.396691347083209,0.537532767925872,0.687973500966829
"SSBP2",-0.119696546898526,7.17332125477942,0.395524498535083,0.538200987910717,0.688660113539612
"CHMP2B",-0.114663112125818,6.24887967437525,0.394760050274061,0.538577386330175,0.688814456152476
"SLC35F6",0.14376761707483,6.34376859021884,0.394574159780071,0.53858516975228,0.688814456152476
"B4GALT4",0.189791183900023,5.60471159146371,0.393932981621886,0.538961203492656,0.68896506162687
"TBC1D20",-0.14326218897609,5.76424110780437,0.393748630422572,0.538966546200932,0.68896506162687
"EPHX1",0.219023676141505,6.2164122679167,0.391715495651801,0.539960754235167,0.690067203517657
"VMA21",-0.132984133086668,6.9972207841924,0.391539616429469,0.540235068786784,0.690249011133835
"GTF2E2",0.197664160665482,5.73325474351323,0.39093386150969,0.540537592948852,0.690466764013599
