"gene","logFC","logCPM","F","PValue","FDR"
"APH1B",-0.637017013467225,6.34845204370243,8.97918187239074,0.00847073804063206,0.0381365613595037
"TOPORS",0.61433641513207,6.03292721821034,8.78032690892735,0.0085235742942904,0.0383414138005645
"AP1S1",-0.645355325751306,6.22764835744539,8.94525304951132,0.00857479351744024,0.0385386463591231
"SELM",-0.712717520285219,6.4115567039191,9.06333068550428,0.00859321090987953,0.0385882417748628
"CAPN2",0.470718506635224,6.72732390705138,8.92471594053206,0.0086084573145317,0.0386235247923238
"SLC39A13",-0.671715356332668,5.5430552603294,8.9104150473988,0.00864187699542521,0.0387402153131111
"N4BP2L2",0.46342148491804,7.7611721499493,8.8972810554399,0.00871390899021435,0.0390296506356902
"TBC1D15",0.661232599696644,5.93914103137203,8.86369822860596,0.00875492178029228,0.0391797740972498
"ETS1",1.00178387825006,4.8778756078484,8.76730265159953,0.00879543053115129,0.0393273869857381
"SRSF1",-0.489793973841985,6.80787343383691,8.85972530401035,0.00882992709705584,0.0394478879797529
"HSP90B1",0.553692390261482,9.54092043813327,8.83861642543616,0.00887634236308278,0.0396213847411048
"FAM102A",0.607742647908859,7.93930517526776,8.82091643046244,0.00893399366075684,0.0398110711436553
"TMEM14A",-0.554120349510907,6.90106836972233,8.82718720935661,0.00893407049005313,0.0398110711436553
"PON2",0.603282128518849,6.3155855747278,8.68124112395829,0.00896031535248746,0.0398672955643155
"GRIPAP1",-0.651860423415005,6.03614214648326,8.78904078400701,0.00896194227818457,0.0398672955643155
"AZI2",0.705695222372603,6.38976682569852,8.78142533324693,0.00902835810299836,0.0401107733464761
"ABHD16A",-0.519214641598595,6.24337279872448,8.38483471151707,0.00903202223623538,0.0401107733464761
"YPEL2",0.769836251609537,6.17600214331271,8.71837205270031,0.00910843132932432,0.0404157644807965
"TRNP1",-0.84098138831022,6.87675427668756,8.75586169043861,0.00914540040933397,0.0405453841726791
"ANKRA2",0.792887626113181,5.23403810809131,8.664932913818,0.00915927358292496,0.0405724771338549
"WASL",0.672662669557845,6.60439858070553,8.74148831427831,0.00921622793993531,0.0407901976647264
"DIDO1",0.634106193018761,6.2204125037314,8.72403178501826,0.0092283476387081,0.0408092835089063
"ZSWIM8",-1.01439444553584,5.56261372731538,8.72667431041116,0.009267753689194,0.040948899859186
"SUOX",-1.08406744250373,5.45537977988573,8.69705790808806,0.00927859358919078,0.0409621695022806
"CD46",-0.447020045763803,8.59994806805408,8.70289265505427,0.00931935906349848,0.0411074175737608
"DHPS",0.550951090649214,6.70697440658018,8.69710894327035,0.0093467654676599,0.0411646023678239
"COX7A2L",0.397072976259188,8.47908544597463,8.69245922897843,0.00934807404067476,0.0411646023678239
"DST",0.710411036908345,8.21370902850337,8.67595952990009,0.00941419067694538,0.0414208540979743
"LRRC8D",-0.733141047548979,5.4132847199914,8.65645480848791,0.00942471380539357,0.0414322784363265
"SLC39A3",-1.12705935397469,5.39835286810349,8.63793457493298,0.00947509114353983,0.0416187406783888
"TCERG1",-0.717723814751809,5.97359695166867,8.64237561755022,0.00949040541189153,0.0416510067908959
"GLUD1",-0.681750727329584,6.2712330450187,8.65159610273757,0.00950073483569201,0.0416613598877199
"TMEM106B",0.496541318405827,6.63253186148951,8.64861111248878,0.00951486437062939,0.0416883454025816
"RBFOX2",0.802962717155168,6.81443070369023,8.62365453514568,0.009527280220091,0.041707783677065
"TRAPPC9",-0.681708952888289,5.53462032124205,8.61102658851684,0.00955515422165917,0.0417948042816841
"MAST3",0.632240389315559,6.51293873202372,8.37628988496327,0.00972716174036929,0.0425116006830354
"RPL7A",0.312662965674088,11.4590207637348,8.56130557271366,0.00979240306613225,0.04276097813423
"CISD2",0.479915166271162,6.68238184753344,8.55999070143104,0.00983176963073914,0.0428970449581582
"THAP11",0.789183853893383,5.05941731559712,8.49147702791909,0.00984378503502597,0.0429136483553634
"CFDP1",-0.506597929482813,6.96565154051039,8.5438952214973,0.00986964678417929,0.0429905364507543
"SYP",-0.5245590214324,6.90031170221711,8.53596421270101,0.0099012756356681,0.0430923961262591
"EFR3A",0.481015509601658,6.86105157986425,8.53023439176398,0.00993420758157184,0.0431708606543141
"NR1D2",0.635593652263367,6.00250696198216,8.48474846309226,0.00994335855097616,0.0431708606543141
"LZTR1",-0.952612077514392,4.98351852862335,8.50578181501498,0.00994408192611329,0.0431708606543141
"CCND3",-0.594652832084983,6.77602346369854,8.50259485238092,0.0100209047026246,0.043468272929974
"RHOQ",0.794101375611978,6.6749805750533,8.49521863231709,0.0100487531376601,0.0435529292293112
"TRIO",-0.828832598591729,5.16760331796893,8.35195282328028,0.0102239915549674,0.0442757281340633
"APC",0.508997670429615,6.60246445503521,8.32376206274756,0.0102671766969614,0.0444259375786565
"COPB1",0.439943783837781,7.64929951970772,8.43128843697761,0.0102836887055378,0.0444605797054145
"YIPF2",-0.5875965949549,7.12147436949172,8.41000098748083,0.0103549022760825,0.0447314662785813
"ATP8B2",-1.04305243191841,5.01642476303198,8.35350930890533,0.0104388327351548,0.0450263237981538
"ARHGDIA",-0.536203816326696,7.00696681461098,8.38768976878186,0.0104403873050244,0.0450263237981538
"GAA",-0.601434323557448,6.79953227242492,8.28225455428633,0.0105437605947813,0.0454119846664707
"CLDN7",-0.480287721822211,8.09879338902052,8.35470390294237,0.0105471875617171,0.0454119846664707
"CCDC88A",-0.703548914997697,5.92354253203044,8.2809247609799,0.0105766986174036,0.0455015668091921
"DDRGK1",-0.586297023996545,6.22945185434774,8.33798958981859,0.0106347568093443,0.0457137120414823
"LPIN1",0.553097444068603,6.83247714185483,8.32300067061816,0.0106906618106846,0.0459162607103108
"CMTM6",-0.467626207168371,7.84995555070864,8.30684079497562,0.0107351842810907,0.0460114464758609
"TSPAN2",-0.573076813452008,7.08323588461655,8.31010678113637,0.0107354945157516,0.0460114464758609
"MRPL42",0.568761011488401,7.46775805373887,8.31111223510675,0.0107392318156783,0.0460114464758609
"LIN7C",0.561037157037235,7.46072364655137,8.29024392928111,0.010816365955503,0.0463039679356383
"BET1",0.807797784189171,5.93412232958628,8.23951195581893,0.0108310188526783,0.0463287524901385
"DNAJC9",-0.744863870902552,5.03527603898221,8.20711617701101,0.0108724865889028,0.0464681008995871
"MED24",-0.703028999662496,5.52122689945687,8.18937090665666,0.0109111481363988,0.0465952379975133
"FASTK",-0.531438219150964,6.03614572535837,8.25416894525216,0.0109801311145626,0.0468515472129132
"PPP1R2",0.535434568657593,6.39310232128252,8.24652820720616,0.0109967397833417,0.0468841426162537
"CREBL2",0.539734241483391,6.79263294085447,8.23980610589771,0.0110122195464907,0.0469118757697693
"SGCB",0.615891506475457,7.0127577884459,8.23664057454129,0.0110380813111354,0.0469837548968278
"UQCC2",-0.733140975241718,6.64728439054269,8.5347878400383,0.0110501433573758,0.0469968261423949
"MTHFD2",0.860276168201964,5.49711672650518,7.9223582487917,0.0111888901564931,0.0475318500012106
"MRPS14",0.686483271937806,6.64674504212954,8.18359801707356,0.011198155077682,0.0475318500012106
"DNAJB12",0.820936269260506,5.88583032887309,8.08579334565098,0.0112032215805417,0.0475318500012106
"RAB24",0.627198160479911,6.54628712204811,8.18186106126316,0.0112310135096547,0.0476111172870762
"TAF10",-0.480210080074672,6.92984174756136,8.17050199284682,0.0112809020322774,0.0477478662337678
"ZMPSTE24",-0.595467750847888,6.61229887066989,8.1757223017214,0.0112815409984127,0.0477478662337678
"SIRT2",-0.605688094933642,5.9148328013893,8.14719900047055,0.0113377193775079,0.0479468116393476
"COPS4",0.486110825074296,6.63262809704281,8.15212896367011,0.0113863753803616,0.0481136492426435
"GSTA4",-0.70828247569329,6.61563116371082,8.02869259808708,0.0114046322831021,0.0481518682906096
"GRN",-0.470439086336448,9.3697646441593,8.1348234685264,0.0114213459670831,0.0481835152299786
"ACTR3",-0.494878811567151,7.0341695422302,8.1178517523939,0.011508437085701,0.0485117747152895
"ATP6V1H",0.492366146568821,6.94489132549977,8.11048244166879,0.0115500940573219,0.048612658048674
"S100PBP",-0.760497375982376,5.80367418556028,8.10095581137973,0.0115541770779971,0.048612658048674
"MAF1",-0.479983648364466,6.60808589075459,8.1074504900732,0.0115602705097574,0.048612658048674
"IGFBP5",1.67759667263542,6.87528399053969,8.71888053067872,0.0115937404129139,0.0487142131336824
"PTPRF",0.404539289911405,7.57357833429452,8.09261999192024,0.011613847302245,0.0487575515820929
"MMGT1",0.654598134446827,5.68420175656124,8.01602240750018,0.0116266641943024,0.0487575515820929
"DYNC1I2",0.426277464341584,7.1708276709142,8.08927038670948,0.0116320388029213,0.0487575515820929
"UFSP2",0.801117021270153,5.85217462162796,7.99875165963363,0.0117068817062325,0.0490319476590363
"SNRPN",0.543425603141646,8.8346485798959,8.01947828521917,0.0117714266681239,0.0492628080018284
"SKIL",0.914705108133846,6.50696948346962,7.85893682802446,0.0118118409585052,0.0493923941520856
"PSMB7",0.556083420989172,6.95369938807541,8.04082923227665,0.0118408887077314,0.0494368701763686
"MED15",-0.70931260904324,5.42465180166884,8.04993591869731,0.0118413930477929,0.0494368701763686
"FBXW11",-0.464523049204328,6.46321599525242,8.03806589189544,0.011854990899461,0.0494541400091641
"NAGA",-0.686984250070498,5.45409720655722,7.93634619740726,0.0119144123713144,0.0496623871330625
"MPC1",0.602349807732741,6.46378205744318,8.0131960048621,0.0119774081085702,0.0498851889908337
"CNPPD1",-0.570186079428087,5.8250872483012,8.00634610693008,0.0120018605004506,0.0499096370473387
"MNX1",1.0596470123805,5.95806488327399,8.01467961270973,0.0120023749317974,0.0499096370473387
"PRRC2C",-0.488361585180043,7.94170824633459,7.99569004508427,0.0120344509061237,0.0500032391783058
"TAX1BP1",0.406302237015741,8.06742198391412,7.98248851616135,0.0120821129751128,0.0501348354512133
"WDR5",-0.715263312005111,5.22240847905571,7.98721518157854,0.0120910531587672,0.0501348354512133
"NAV1",-0.597473380987099,7.62287962579546,7.98228630235888,0.0120948971693094,0.0501348354512133
"PIGS",-0.559370067214386,6.00477622294476,7.91615456847863,0.0121350269262104,0.0502613199233768
"CACYBP",0.612412924152842,7.18310706018854,7.95563979018572,0.0122231722529783,0.0505863193715894
"HN1",-0.817829078124556,5.57606364638363,8.08588135968635,0.012248753892738,0.0506520859156184
"IGSF8",-1.02166868537935,5.25815441812002,7.93186462591605,0.0123365678501328,0.0509161122922933
"OGDH",-0.753645011076533,6.11531883423923,7.92942456312977,0.0123507890845756,0.0509161122922933
"B4GALT2",-0.9075420165793,5.18992344621586,7.92593545220825,0.0123509457334983,0.0509161122922933
"ITGAE",-0.756635070782255,5.25951372591981,7.88462237222865,0.0123515650251823,0.0509161122922933
"GSK3A",-0.688454152264613,5.99328949675812,7.92523024515678,0.0123630470019827,0.0509232834352748
"EIF3M",0.830921813994517,6.83733944777374,7.92017379788243,0.0123843160226716,0.0509707242917357
"RAB5A",0.575838973892564,6.58757778057637,7.91671606738832,0.0124016352646024,0.0510018469929795
"ZCCHC3",-0.919679879686885,4.93800240350978,7.96917908601334,0.0124302277102053,0.0510792454726755
"HSP90AA1",0.423193406857632,10.5337651820423,7.89897060607942,0.0124518495616338,0.0511172854672895
"GTF2H1",-0.800257235399635,5.59204341668615,7.85320387274788,0.0124656010974133,0.0511172854672895
"CHCHD10",-0.448853181086296,7.40877577023753,7.89581310447728,0.0124688232199721,0.0511172854672895
"DVL3",-0.936450441298065,5.87041758649052,7.8894711516052,0.0125048886446304,0.0512249631234193
"JARID2",0.65673589114488,5.2884112111559,7.67845065553718,0.0125888872606442,0.0515286716612274
"DHX40",0.579209813980354,5.99168666924074,7.85721845031212,0.0126353312006697,0.0516566113834959
"SMARCA2",-0.38547568489843,7.91707978763427,7.85984586373109,0.0126399093092579,0.0516566113834959
"FAM136A",-0.718104166460397,5.67355180160874,7.85617111653961,0.0126566394248857,0.051684573651467
"RAB8A",-0.586211412203775,5.79310268305149,7.85571212660412,0.0127035041439015,0.0518354536769503
"DYNLT3",0.473746490019729,7.65784016748452,7.84251514149466,0.0127216286168473,0.0518689179253204
"RAP1GDS1",0.647411097309274,6.36152974463418,7.81891229642609,0.0127652573340158,0.052006235451988
"MANEAL",-0.583527942172282,6.44305391735212,7.83332865600705,0.0127773219618032,0.0520148457121069
"RPL11",0.317492668610979,10.8917308696731,7.82278551341082,0.0128070367669909,0.0520952382731996
"RNPS1",-0.383344401975398,7.50329150261139,7.82034628222822,0.01282267433882,0.052118288311829
"MBD3",-1.18984773643615,4.88959550492088,7.69162184544219,0.012849529552537,0.0521622064524919
"SLAIN2",0.647978774629676,5.86093474254891,7.81222966407347,0.0128534382840653,0.0521622064524919
"LDOC1",0.536686813742677,6.60430384995853,7.80608710898144,0.0128800948127949,0.0522298336590215
"ANXA6",-0.436509871364934,7.81829066371762,7.79970417256838,0.0129207686809107,0.05235415340707
"PSMB1",0.379181090378491,8.8148192636661,7.79118508199104,0.0129595181664359,0.0524704891215806
"PNISR",-0.386054064392447,8.21552684675419,7.78406441106339,0.0130010727586053,0.0525979932733977
"CEBPZ",0.599846139737247,6.50052582631786,7.76026292111653,0.0130168416373214,0.0526210605091097
"HNRNPA3",-0.531713450705684,7.84003521926313,7.77634774002917,0.0130335133567943,0.0526477390386119
"PDS5A",-0.55416714855285,6.68653163828267,7.78081836775181,0.0130448982262033,0.0526530370875402
"OTUB1",-0.525438531342346,7.12890228822704,7.76357774209526,0.0131104975592212,0.05287698359726
"USP13",-0.620167029615699,5.23761095989948,7.68409511699676,0.0131471257229519,0.0529838289544097
"NPDC1",-0.48123842990876,8.26607300889204,7.7500508768872,0.0131638889493613,0.0530105142822121
"MEF2D",0.608762562817708,5.76517142564619,7.73426165605593,0.0131827075836978,0.0530454292070733
"LYPLA2",-0.520817062594464,6.51427127700379,7.74670442226496,0.0131957015642156,0.0530568708278114
"RPL37",0.326437286270438,10.3083662563638,7.73590934615048,0.0132267576691903,0.0531408626724502
"BUB3",0.530937665304727,6.76306029270719,7.73952442236139,0.0132436951185298,0.0531680448422082
"RERE",0.639094374580005,6.63193438816526,7.72453166223028,0.0132846501609639,0.0532642397890477
"XPR1",0.516033412501543,6.53136973775685,7.73015310811098,0.0132880368633859,0.0532642397890477
"TPR",0.472837640777057,6.92327102418989,7.70272914013221,0.0133095440577058,0.0533095684211709
"TMEM126B",0.522286976316062,6.25990361714742,7.66467006053188,0.0134064715341412,0.0536566820129832
"FAM120AOS",0.617174820638163,5.82185609027194,7.69721971183461,0.0134321019609994,0.0537181307958254
"RAB22A",0.488212061655825,7.2850909736239,7.68454982422918,0.0135270049082211,0.0540563108985256
"PAFAH1B2",0.422612959440098,8.43873553879788,7.66854626394402,0.0135675942460703,0.0541770932958056
"FAM98C",-0.912054912329736,5.16329180642864,7.65647470558195,0.0136135466381633,0.054319090288305
"UBE2S",-0.858155944258373,5.3600807569276,7.66573151725912,0.0136289862028329,0.0543392150131256
"YRDC",-0.862167070747666,5.36237199172172,7.64891223210917,0.0137077447633735,0.054611335954109
"NPC2",-0.399792043834573,8.74374161870473,7.63856084351246,0.0137181335580151,0.054611335954109
"PAK1",0.683414060217339,5.60271389074538,7.4864603584626,0.0137303397025227,0.0546183300038709
"RUFY3",0.517649698167691,7.75727293546303,7.62775398142332,0.0137901732477423,0.0548024282335129
"PET100",-0.439565009269744,6.78769123969586,7.62514484225664,0.0137975885891148,0.0548024282335129
"ABHD5",0.722980642152061,5.21873205475878,7.2936876516117,0.0139061025166039,0.0551664950011611
"PIGP",0.522959395954476,6.77768814051566,7.60371466052721,0.0139194742209784,0.0551664950011611
"VAPA",0.411694656600479,8.31157757132223,7.59993580236812,0.0139209119775266,0.0551664950011611
"HABP4",0.493884971378662,6.44231986473322,7.59509061135349,0.0139328366628847,0.0551719221491655
"AIP",0.569006972697256,6.43197052831973,7.58857080607893,0.0140241118908442,0.0554655228338882
"BTF3",0.338916468908379,8.54571990479816,7.57865312299973,0.0140282037854219,0.0554655228338882
"PLEKHG3",-0.707283491446616,5.1156445343953,7.52697594935748,0.0141012961197262,0.0556839628061871
"NDST1",-1.20018860044314,5.08471230226129,7.54333204120237,0.0141047573666332,0.0556839628061871
"MBD4",-0.579077311628421,6.40238658258781,7.5704381673717,0.0141165865019139,0.0556886019966066
"RHOBTB3",0.551030787568609,8.09134402652569,7.55014088900456,0.0141841366209052,0.0559128824415322
"LAPTM4A",0.324895630732826,8.92640521087022,7.54560085001591,0.0142027907869149,0.0559134171037801
"ARHGEF10L",-1.11497804515373,5.56598330124861,7.54019700531925,0.014205666331322,0.0559134171037801
"ING2",0.914710242352379,5.44483026473571,7.42725823507545,0.014254910485066,0.056065024157592
"FAM63B",-0.941939657870518,4.95031820168327,7.48203584832281,0.0143008057675064,0.0562032419148543
"CKAP4",-0.42416915633302,6.98237606849345,7.52192357359706,0.0143417703363306,0.0562811885415963
"SOX13",-0.86687926976898,5.15295712952573,7.50421561060479,0.0143421739310132,0.0562811885415963
"MARS",0.5472107555282,7.31854780001931,7.51660049727029,0.0143872642978293,0.0564157768077674
"AP2S1",-0.500329731065768,6.674017298129,7.48167100967408,0.0145674273977464,0.0570613712075419
"LTN1",0.738109019686285,5.63814638437128,7.31047019731357,0.0145737383895291,0.0570613712075419
"NRD1",0.487425146324007,6.98050258299292,7.59752596078057,0.014585623340004,0.0570651595794915
"TCEAL8",0.465251234416428,7.06421414965664,7.44324412821951,0.0146799420136816,0.0573215531795082
"TNKS2",0.811813461418507,6.37100107190438,7.44584268778569,0.0146829313141356,0.0573215531795082
"SOD2",-0.64352804605754,8.2295280552113,7.4605064309857,0.0146840558077983,0.0573215531795082
"FANCF",0.803865672106435,5.34448530593063,7.460333132558,0.0147061498206389,0.0573649590391638
"MYO1B",-0.52540519682424,7.01156691779223,7.43936537776798,0.0148110685161952,0.0577109144021908
"TOP1",-0.400698426357011,6.76765535242315,7.43686655623723,0.0148169212029348,0.0577109144021908
"GHITM",0.450430959235379,8.5377264318825,7.43071750802269,0.0148342249664738,0.0577352895753974
"QSOX1",-0.683089426290504,6.58105399395126,7.43303906901671,0.0148540713234448,0.0577695169699749
"MAN1B1",-0.572799987734324,5.95839612385509,7.2863716262475,0.0149224082457989,0.0579604024434587
"PSD",-0.682244506355956,6.45744712741971,7.35341706031505,0.0149253303403282,0.0579604024434587
"TNFRSF12A",0.737131009301299,6.84297569696826,7.41588574478557,0.0149414171565767,0.0579797976818312
"FBXO3",0.589432877934956,6.3542014818465,7.3531202362778,0.0150116068848305,0.058173881798441
"ZFR",0.468830891000501,7.41883421083215,7.40350428525327,0.0150136917057771,0.058173881798441
"MRPL12",-0.822395575028283,5.15218170697981,7.51783345659081,0.0150462175707364,0.0582567253646215
"ALDH2",-0.703497008897764,5.78999123705415,7.29629792256998,0.0150904478121938,0.0583847303585026
"FYTTD1",0.52666611058712,6.85800903872008,7.36420222294055,0.0152473952321965,0.0589483246144166
"RPS20",0.277995829851995,10.1526528160785,7.34989292706006,0.0152912675475045,0.0590522082698443
"OGFOD3",-0.715181911747063,5.51571535741875,7.31524440284813,0.0153129083841223,0.0590522082698443
"IL13RA1",0.558078481846849,6.17895766149554,7.34583080451959,0.0153178273634071,0.0590522082698443
"MATR3",0.377932201374155,8.12300908677675,7.34815693196159,0.0153194555986051,0.0590522082698443
"MAT2B",0.669732680068989,5.65302105030495,7.30432171399015,0.0154118299873079,0.059364506517066
"TUFT1",0.751843340491691,5.70942894917279,7.29542678627076,0.0154656864392399,0.0595280876420524
"NFE2L2",0.591233940934852,6.95062996897966,7.3187018010866,0.0155142343330847,0.0596710101979645
"ZCCHC17",0.637771924267227,5.88949765560093,7.30367818560454,0.0155509685212917,0.0597683179858762
"STRBP",0.888882504075223,5.78506075917445,7.16758584535928,0.0155711527117063,0.0598019215459875
"CLIP3",-0.661641113047971,6.07445007926918,7.29697624292786,0.0156003445092756,0.059870044603512
"DDX24",0.351603015020266,8.32768226047818,7.29608290303298,0.0156124596740814,0.0598725801294376
"MESDC2",0.523214953489031,6.40902394944863,7.36436496210603,0.0157644711459102,0.0604112101757131
"PPP1CB",0.382790008393957,9.76482722120882,7.25855686830524,0.0158380722708896,0.060648793963326
"PLXNB1",-1.10724477302344,5.33394690683184,7.23716987266881,0.015899469265514,0.0607986131669333
"PFKP",-0.746070371449973,6.61701522344844,7.25283659840358,0.0159058890719502,0.0607986131669333
"HMG20B",-0.642482477246791,5.22612747020896,7.23184855402056,0.0159278065307367,0.0607986131669333
"ARID4A",0.771863671027479,6.01227777876542,7.03035391422749,0.01592958304908,0.0607986131669333
"RAB11A",-0.352807991487282,8.62176861977558,7.24239031459333,0.0159353548954847,0.0607986131669333
"CHPF",0.4593592432489,7.59377139815103,7.20702805885102,0.0161512153120423,0.0615492245642012
"RAI2",-0.538651404834006,5.83357226229166,7.2056178595475,0.0161556411138481,0.0615492245642012
"DPM3",-0.495305328302988,7.6094907444253,7.19374083607481,0.0162358049708363,0.0618095794483333
"SYS1",0.539333814768428,5.77561821454935,7.11688339696345,0.0162949997165916,0.0619897842202505
"TTC39A",-0.47612780204189,6.9493907287651,7.17946589073471,0.0163393772173727,0.0620973470959488
"PDE8B",0.652984896278281,6.24364830073207,7.14937256327255,0.016347034552138,0.0620973470959488
"ARF3",-0.4080485714749,7.71485063528048,7.17279263130509,0.0163643132508447,0.0621158856683158
"KLHL5",0.760820940293085,5.61051589906989,7.0942349659786,0.0163756821218556,0.0621158856683158
"ARPC3",-0.311829785410614,8.55874165022541,7.1631295796123,0.0164220557716473,0.0622466174897754
"NAA40",-1.03164497700237,5.18610812701224,7.12255257451825,0.0164452895817727,0.0622895135100914
"INPP5F",0.689812392682315,6.51637619511815,7.16342752563365,0.016463082496397,0.0623117539526916
"AHCTF1",0.581700751893345,5.66429157164684,7.06320851445976,0.0164969117035829,0.0623946146704978
"RCHY1",0.75937373392151,5.91333404920496,7.09022219982482,0.0165391477015015,0.0624740938706677
"TTC3",0.353579324783254,9.22940925376336,7.14424866086004,0.0165418300969972,0.0624740938706677
"UPF2",-0.72089584792871,5.48745361166909,7.14814704790963,0.0165548236148517,0.0624780238518626
"RPL18",0.27055924008772,10.230269188856,7.13703342600524,0.0165857853977119,0.0625497115972872
"PPP4C",-0.563253286734795,5.82169052430871,7.13175514815642,0.0166623775199628,0.062771640016665
"CDK5RAP3",0.547800777763063,6.53454661262365,7.11068830604239,0.0166690072273261,0.062771640016665
"ARPC5L",-0.507189148696996,6.07650280401424,7.127514906482,0.0166849424930322,0.062771640016665
"HSD17B10",-0.52993287498747,6.56291892762548,7.12455691624277,0.0166926687628017,0.062771640016665
"PPT1",0.394864081713295,8.42215409124898,7.1182818492113,0.0167400183396283,0.0629044398714862
"AFTPH",0.651823839929891,6.79763106335329,7.11287710175291,0.016774307288623,0.0629773319462982
"ENDOG",-0.738832002043901,4.33142047665482,7.10881011881846,0.0167835131817856,0.0629773319462982
"SLC37A4",-0.606860320254931,7.4617223499435,7.0894444497907,0.0169138184904086,0.0634207526896453
"RPS27",0.300138294867207,10.6442039657152,7.0780673551805,0.0169661932745495,0.0635715356602652
"NDUFAF2",0.510377007855673,5.6186030635962,7.07811707253778,0.0169948748384023,0.0636333888111238
"CACNA1H",0.580040168024499,5.70004493153689,6.95381913592955,0.017030899966345,0.0637226300100825
"CHMP7",0.758244761615863,5.23470361929401,6.97037355784345,0.0170556815441368,0.0637697048864114
"RIF1",-0.849726672940909,6.0171963054777,7.04272481186319,0.0170679755872764,0.0637700560362358
"CHGA",-0.602161091051686,12.0048531669683,7.06862960833781,0.0171482331768606,0.0640241534396073
"CWC15",0.441503794743623,6.60450393302379,7.05170602132041,0.0171755120256795,0.0640394749683267
"TCF4",0.616962156310259,5.71767165422323,6.81031291717378,0.0171844919693803,0.0640394749683267
"LSM2",-0.483320893527525,6.29935904856811,7.04964811545747,0.0171890919036852,0.0640394749683267
"STXBP2",-0.78654751496117,4.93086600597777,6.82369968387528,0.0172349747875145,0.0641646817765943
"TCP1",0.542419555498452,7.52777178708734,7.02800054866864,0.0173141574676835,0.0643118929909139
"TTC1",0.656379772427684,6.56530325252101,7.03214756459683,0.0173154354050089,0.0643118929909139
"CLCN4",0.6949250804665,5.6793115418076,6.98562108928192,0.0173166496509452,0.0643118929909139
"EPN1",-0.596073132103595,5.61615723262588,7.03238942789486,0.0173345508575339,0.0643118929909139
"CCDC90B",0.577976238063228,6.38967441048352,7.02314338238416,0.0173496239513247,0.0643118929909139
"ZC3H7B",-0.733179054030537,5.66803084704292,7.02704573566053,0.017352977481644,0.0643118929909139
"PPFIA3",-0.658458706261988,4.68483359272965,7.1239285824259,0.0173606430094087,0.0643118929909139
"MRPS9",0.61594573855741,5.84332420538049,6.95686627080649,0.0174026970455267,0.0643815738084622
"UFL1",0.44005480556374,6.77100752235434,7.01925342905753,0.0174160753228368,0.0643815738084622
"ANP32E",0.470169272718519,7.59194141935951,7.00789971433603,0.0174164043170395,0.0643815738084622
"IL6ST",0.478009444807556,7.28477343145221,7.01153802333032,0.0174305166287946,0.0643882052429041
"ITGB1BP1",-0.641659832028706,5.75032742624215,6.99803903053532,0.0175171367700798,0.0646624815658242
"SRSF10",-0.583535659116293,6.80043345351847,6.99317689341327,0.0175782805268556,0.0648088244490034
"MARK4",-0.962748608471214,4.77391549379785,6.9324898974138,0.0175815789303017,0.0648088244490034
"CLK1",0.55982701000307,6.84449120606465,6.98438257062366,0.0176004729536094,0.0648327499143878
"MCFD2",-0.420278781123063,7.06251962686951,6.98158002270291,0.0176398727175709,0.0649321230244671
"SPRYD4",-0.661138559801824,5.60144282271699,6.94492651961428,0.0178888283401576,0.0658021855974692
"CAPN1",-0.906256196916841,6.28571469260737,6.94443852001789,0.0179067383009106,0.06582174479526
"HNRNPAB",-0.543906602857776,6.59448959973837,6.93303373824426,0.0179599508370282,0.0659258548371072
"PHF20",0.579447871483223,6.44576934715612,6.91732679370092,0.0179602864526575,0.0659258548371072
"PSAP",0.289473319682297,10.777725934488,6.92821432208702,0.0179788904453467,0.065945767241027
"SDCBP",0.447789845803728,7.95077852560541,6.92819337479016,0.017990943961298,0.065945767241027
"KIF1BP",0.828534009013206,4.91361139384124,7.27908418526972,0.0180133940744827,0.0659510819635825
"SDF4",-0.420374997072383,7.33983886084254,6.92352340854915,0.0180176286673036,0.0659510819635825
"PI4KB",-0.668833115257868,6.4133661594288,6.9235814453159,0.018053281162698,0.0660353398442423
"PDIA6",0.452082952426181,8.05152249261851,6.91558275621763,0.0180760287440136,0.0660723092622091
"MED27",0.482317836664043,5.80753978576541,6.90772396720729,0.0181168201496524,0.0661751355151875
"WNT4",0.385524765618879,7.8163108492265,6.89595764824162,0.0182154827857954,0.0664612472579349
"TSC22D4",-0.58526355364701,5.29787626591897,6.90236028115537,0.0182205791698146,0.0664612472579349
"LRRC10B",-1.10397724299731,5.07771895734741,6.90048044817803,0.0182383448364604,0.0664796572246714
"HMGN5",0.580638160889625,5.73738934121765,6.87178991944176,0.0182521561370266,0.0664813177840002
"DAP3",0.404416195843661,6.78241437372535,6.89275143735381,0.0182642380596564,0.0664813177840002
"GOLGB1",0.426435333883529,7.77892608341251,6.87716122231126,0.0183768811145057,0.0668447860720399
"LGMN",-0.528207087764058,7.43939877240947,6.87301973189666,0.018395825795556,0.0668671637227893
"COX6A1",-0.318924633776968,9.07056013338205,6.86437398206153,0.0184316053054067,0.0669506608279089
"TERF2IP",0.337045863940257,8.28784541147937,6.8598505898162,0.0184691148997877,0.0669937164636736
"PSMB3",-0.512563048666632,6.70975798073318,6.96477786388826,0.0184787945369342,0.0669937164636736
"SIDT2",-1.08138488064774,5.47784314844948,6.82401211664808,0.0184819091525956,0.0669937164636736
"REV3L",-0.507318687636353,7.05348010523018,6.731083315892,0.0184960903986958,0.0669986587068488
"TTLL7",0.624375258735616,5.63055588246951,6.78965015629343,0.0185216611352242,0.0670201533656982
