"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.59263035704099e-06,0.89016061826467,0.387,0.158,0.0254789004519417,"5","Mars"
1.59794888417347e-06,1.19927386473491,0.422,0.226,0.0255639862490072,"4","Tspan6"
1.60351519429077e-06,0.477803883710043,0.772,0.527,0.0256530360782638,"1","Tomm5"
1.60661978855536e-06,1.53876536013941,0.219,0.099,0.0257027033773087,"1","Ccnb2"
1.61024536525029e-06,0.886394476894788,0.284,0.137,0.0257607053532741,"1","Tfdp2"
1.61515789147792e-06,0.511953536324111,0.941,0.868,0.0258392959478638,"4","Bag1"
1.62560049963078e-06,1.19858150584956,0.258,0.113,0.0260063567930933,"2","Lrrc73"
1.6333450945742e-06,1.46592483248854,0.9,0.397,0.0261302548229981,"6","Abcc8"
1.64092733932499e-06,0.798638071701113,0.451,0.343,0.0262515555745212,"0","Ube2q1"
1.64557704101163e-06,0.610116930649569,0.571,0.481,0.026325941502104,"0","Atp6ap1"
1.64714245316204e-06,0.605121656576182,0.72,0.351,0.0263509849656863,"5","Thyn1"
1.64846291383167e-06,0.56428602025595,0.753,0.617,0.0263721096954791,"3","Atp6v0d1"
1.66014043292444e-06,0.888150132063165,0.438,0.273,0.0265589266459251,"3","Lysmd2"
1.68582205868326e-06,1.06324643337671,0.269,0.089,0.0269697812948148,"5","Phldb1"
1.69547542712961e-06,1.04555953864255,0.279,0.14,0.0271242158832195,"1","Rcn3"
1.69578270921488e-06,1.00064108968834,0.265,0.126,0.0271291317820197,"1","Cln3"
1.70730584347983e-06,1.21849008831738,0.412,0.211,0.0273134788839904,"4","Igf2r"
1.71432917567381e-06,1.29771160993793,0.252,0.114,0.0274258381524296,"2","Mdm1"
1.72368437950262e-06,0.680351054599569,0.548,0.244,0.0275755027032829,"5","Nudt9"
1.72621134657518e-06,1.21872055939414,0.272,0.154,0.0276159291225098,"0","Pdk2"
1.74735838076086e-06,0.376646526071659,0.955,0.895,0.0279542393754123,"0","Snrpe"
1.75814146056925e-06,0.861270740399301,0.301,0.106,0.0281267470861868,"5","Mknk2"
1.76741094955774e-06,1.07645939272709,0.28,0.097,0.0282750403710247,"5","Foxred1"
1.76865773339595e-06,0.478191945288317,0.732,0.687,0.0282949864188684,"0","Psmc1"
1.76915789119942e-06,0.605606550834448,0.828,0.512,0.0283029879434084,"5","Pdzk1ip1"
1.77598409640159e-06,1.13781211588286,0.366,0.256,0.0284121935742326,"0","Gabarapl1"
1.77958262159928e-06,0.748318293984195,0.333,0.121,0.0284697627803452,"5","Fancl"
1.79126446108799e-06,0.914611305477205,0.372,0.208,0.0286566488484857,"1","Gusb"
1.81236627410577e-06,0.87505826090532,0.473,0.381,0.0289942356531442,"0","Tmc4"
1.82275322921481e-06,1.22092519408647,0.276,0.131,0.0291604061609785,"2","Pank3"
1.82404057245015e-06,0.835157924892321,0.504,0.429,0.0291810010780575,"0","Ube2g1"
1.82616805767312e-06,0.573924517822621,0.57,0.251,0.0292150365866546,"5","1700020I14Rik"
1.83707574602471e-06,0.407155833388985,0.893,0.692,0.0293895377849033,"1","Sf3b5"
1.83922029831817e-06,0.824999574459653,0.479,0.299,0.0294238463324941,"2","Dcaf7"
1.83953369411263e-06,0.614867938358307,0.722,0.586,0.0294288600384138,"3","Fxyd3"
1.84237611096141e-06,0.456397896646596,0.819,0.61,0.0294743330231606,"1","1110008F13Rik"
1.84593636085579e-06,0.3667252813104,0.865,0.771,0.0295312899009709,"2","Gabarapl2"
1.85475674108359e-06,0.894880551547422,0.455,0.356,0.0296723983438553,"0","Csnk1g2"
1.8668564633457e-06,0.503643131152854,0.728,0.695,0.0298659697006045,"0","Rap1a"
1.86836100437577e-06,1.09682862498375,0.362,0.252,0.0298900393480036,"0","Slc31a2"
1.88983383953854e-06,0.386074099664414,0.98,0.93,0.0302335617649375,"4","Rps3"
1.89740384845815e-06,1.11525134374661,0.233,0.093,0.0303546667676334,"2","Riiad1"
1.9253575457872e-06,0.889569465670706,0.298,0.149,0.0308018700175036,"1","Rabepk"
1.9324544442678e-06,0.999480654296562,0.279,0.135,0.0309154061993962,"1","Pak1"
1.93432190374237e-06,0.906351193429742,0.226,0.069,0.0309452818160705,"5","Map4"
1.94047535398436e-06,0.788466156056641,0.326,0.164,0.0310437247130418,"1","Trim32"
1.94137171325462e-06,0.696035646719891,0.401,0.215,0.0310580646686474,"3","Cacna2d1"
1.94243087503303e-06,0.594821225812959,0.429,0.227,0.0310750091387784,"2","Apbb1"
1.94336685240795e-06,0.52245770853078,0.741,0.718,0.0310899829048223,"0","Vbp1"
1.946053482726e-06,0.75870767544479,0.598,0.543,0.0311329636166506,"0","Tax1bp1"
1.95544837265836e-06,0.571882156954358,0.753,0.611,0.0312832630657884,"3","Hprt"
1.97157098385673e-06,0.795502363980839,0.491,0.409,0.03154119259974,"0","Abhd16a"
1.97295996179005e-06,0.649379029481206,0.376,0.14,0.0315634134687173,"5","Mapk14"
1.97656557935318e-06,0.407828367583268,0.749,0.504,0.0316210961384922,"1","Hmgb2"
1.99543459116176e-06,0.980471624826013,0.256,0.12,0.0319229625894058,"1","Pcolce"
1.9990596711592e-06,0.611259962441172,0.849,0.489,0.031980956619205,"5","Dnajc19"
2.00278344738184e-06,0.396925691913658,0.914,0.83,0.0320405295912147,"2","Stub1"
2.00349157412242e-06,0.789858198719319,0.301,0.105,0.0320518582028105,"5","Epb41l4a"
2.01184061295454e-06,1.96730738926289,0.7,0.294,0.0321854261260467,"6","Auts2"
2.02646080292807e-06,0.565759330222679,0.624,0.299,0.0324193199252432,"5","Pamr1"
2.03295990685226e-06,3.06991895199495,0.2,0.024,0.0325232925898225,"6","Unc5b"
2.04108334635112e-06,1.20120367270107,0.9,0.517,0.0326532513749252,"6","Xbp1"
2.04719597659325e-06,0.594011284126054,0.903,0.568,0.0327510412335389,"5","Rbm17"
2.0544978778168e-06,0.567718241946749,0.871,0.574,0.0328678570493131,"5","Lage3"
2.05573212317882e-06,0.885344230682612,0.469,0.318,0.0328876025066148,"3","Tmem107"
2.05723954646106e-06,0.407559541577623,0.893,0.846,0.032911718264284,"0","Tpd52"
2.05872446217031e-06,0.667683112197084,0.796,0.475,0.0329354739458006,"5","Cisd2"
2.06610482655524e-06,0.894480384692961,0.344,0.132,0.0330535450152307,"5","Gm3550"
2.06961223662481e-06,0.89879428748654,0.647,0.455,0.0331096565615236,"4","Pnrc2"
2.07498035400298e-06,0.59888507600321,0.57,0.253,0.0331955357033396,"5","Tdp2"
2.10434662193629e-06,0.64473533374698,0.28,0.094,0.0336653372577367,"5","Nsmaf"
2.1074474248945e-06,0.79203944497403,0.419,0.174,0.0337149439034623,"5","Rela"
2.12344798339508e-06,1.16282558414505,0.325,0.173,0.0339709208383544,"2","Gosr2"
2.13350468693414e-06,0.829961029409219,0.667,0.448,0.0341318079815724,"4","Igbp1"
2.1348112746941e-06,1.08488892698576,0.337,0.181,0.0341527107725562,"2","Jade1"
2.15590030919438e-06,0.591996467536414,0.66,0.44,0.0344900931464917,"1","Sssca1"
2.16380149372555e-06,0.739499480567117,0.515,0.338,0.0346164962966214,"2","Gaa"
2.17590687983583e-06,1.0204984528352,0.38,0.222,0.0348101582636137,"2","Ak1"
2.18000038524585e-06,1.16116748360453,0.294,0.147,0.0348756461631631,"2","Rnf145"
2.18148309901318e-06,0.501692874730597,0.642,0.45,0.0348993666180128,"1","Cd9"
2.18793637061169e-06,0.652199799186505,0.488,0.285,0.0350026060570457,"1","Sh3gl1"
2.2116219359016e-06,0.536225460769772,0.784,0.685,0.0353815277305538,"3","Cfap20"
2.22366903914562e-06,1.0053552504311,0.38,0.216,0.0355742572882516,"2","2310061I04Rik"
2.23260916518988e-06,0.665577615122064,0.462,0.193,0.0357172814247077,"5","Fam133b"
2.23766809094467e-06,0.595154589861514,0.591,0.267,0.0357982141189329,"5","Nutf2-ps1"
2.24073675388328e-06,0.885231415159003,0.28,0.096,0.0358473065886246,"5","St5"
2.25485238337668e-06,0.586135688471711,0.665,0.636,0.0360731284292602,"0","Adrm1"
2.26302294596321e-06,0.753971734579416,0.335,0.178,0.0362038410895195,"1","Mcm5"
2.26718084843716e-06,0.42672560657792,0.892,0.641,0.0362703592132977,"4","Dbi"
2.2851696330998e-06,0.939327935451362,0.298,0.147,0.0365581437903305,"1","Ilvbl"
2.30015390941572e-06,1.24918805401725,0.204,0.061,0.0367978622428327,"5","Bcl9l"
2.30755795924485e-06,1.0049456760529,0.471,0.268,0.0369163122319991,"4","Gm11808"
2.31723298473314e-06,0.652242123220623,0.645,0.343,0.0370710932897608,"5","Fkbp9"
2.32933166147227e-06,0.728352847767107,0.452,0.192,0.0372646479202334,"5","Pelp1"
2.37981142965125e-06,1.08443485666276,0.233,0.107,0.0380722232515607,"1","Plagl2"
2.39639552408471e-06,0.683538768671837,0.765,0.585,0.0383375355943072,"4","Trp53"
2.4161467035629e-06,0.319788399567328,0.958,0.855,0.0386535149635993,"1","Eif3i"
2.42020935462067e-06,1.08268905504662,0.226,0.07,0.0387185092552215,"5","Sirpa"
2.42711151032443e-06,0.425414150145218,0.938,0.94,0.0388289299421703,"3","Cct7"
2.42754539869353e-06,0.323591504031793,0.988,0.977,0.0388358712882991,"3","Cox6a1"
2.43002039602e-06,1.03469889425784,0.258,0.086,0.0388754662955279,"5","Fads1"
2.44611178106252e-06,0.575953694506566,0.839,0.449,0.0391328962734382,"5","Grb7"
2.45358021180499e-06,0.55674354015746,0.901,0.857,0.0392523762284563,"3","Ergic3"
2.5021274613347e-06,1.04492681761935,0.226,0.07,0.0400290351264326,"5","Tmem64"
2.51713831783891e-06,1.17730267127362,0.323,0.13,0.0402691788087869,"5","Rhov"
2.52948042263485e-06,0.860064935846372,0.34,0.178,0.0404666278013123,"1","Gpr180"
2.54146602769583e-06,1.21594449583788,0.204,0.061,0.040658373511078,"5","Col4a2"
2.54336177492271e-06,0.882766923737075,0.549,0.325,0.0406887016752135,"4","Col18a1"
2.55026501612168e-06,0.854833953477346,0.568,0.444,0.0407991397279147,"3","Pigt"
2.55206034121481e-06,1.28274752792516,0.205,0.09,0.0408278613387546,"1","Timeless"
2.56058736927228e-06,0.365795734689776,0.935,0.813,0.040964276733618,"1","Ndufs6"
2.57858964582165e-06,1.13137570118498,0.242,0.111,0.0412522771538547,"1","Creb3l1"
2.61032007177631e-06,0.7580353801688,0.409,0.233,0.0417599005082774,"1","Ralb"
2.64862441310242e-06,1.164307562468,0.423,0.273,0.0423726933608125,"2","Ahcyl1"
2.67635485586181e-06,0.74063271939903,0.775,0.627,0.0428163249840772,"4","Adrm1"
2.69159074839269e-06,1.3006492642887,0.382,0.195,0.0430600687927862,"4","Nek6"
2.6955296783326e-06,0.519320425132337,0.767,0.63,0.043123083793965,"2","Tcf25"
2.6982460320798e-06,0.942302407360713,0.245,0.103,0.0431665400212127,"2","Rtn2"
2.69981856686714e-06,1.58472138620736,0.215,0.092,0.0431916974327405,"2","Gm15915"
2.70506707488555e-06,0.956385397218229,0.251,0.116,0.043275663064019,"1","Mapkap1"
2.74394428196511e-06,0.711702486477751,0.258,0.085,0.0438976206228779,"5","Setd6"
2.74829758807034e-06,0.898196745519855,0.326,0.171,0.0439672648139493,"1","Gpatch4"
2.75614581316743e-06,0.663166345636576,0.742,0.43,0.0440928207190526,"5","Uchl3"
2.77158588060632e-06,0.605833962607855,0.598,0.518,0.0443398309179399,"0","Slc25a17"
2.77826262295083e-06,1.03222517630773,0.215,0.065,0.0444466454419674,"5","Nup133"
2.79082157363378e-06,0.906237410096224,0.376,0.153,0.0446475635349932,"5","Noc4l"
2.79567881014483e-06,0.544129488403532,0.495,0.208,0.0447252696046971,"5","Wrnip1"
2.80050466267118e-06,1.34071630469943,0.27,0.13,0.0448024735934135,"2","Gns"
2.80904417067364e-06,0.787054414004843,0.564,0.415,0.0449390886424369,"2","Ddx41"
2.81844198635214e-06,0.464691270312409,0.935,0.782,0.0450894348976615,"5","Prdx6"
2.82234937517074e-06,1.13253537354789,0.284,0.142,0.0451519453039816,"3","Mov10"
2.848831271809e-06,0.69000946797103,0.465,0.281,0.0455756026864004,"1","Usp3"
2.86395913363194e-06,0.665541511455083,0.507,0.314,0.0458176182198438,"1","Zfyve21"
2.87155479119824e-06,0.618374385666334,0.398,0.155,0.0459391335495894,"5","Cenpt"
2.87910860532949e-06,0.609969014571887,0.654,0.501,0.0460599794680612,"3","Cox17"
2.89104394419407e-06,0.487120085997737,0.964,0.971,0.0462509210192167,"0","Ppib"
2.93434853821006e-06,0.699548198061818,0.337,0.161,0.0469437079142846,"2","Ocrl"
2.98108366781178e-06,0.972567329178283,0.26,0.124,0.0476913765176528,"1","1190007I07Rik"
2.98308483788526e-06,1.16379742916048,0.348,0.24,0.0477233912364884,"0","Klf10"
3.01413357925437e-06,1.11809425164182,0.265,0.129,0.0482201090009114,"3","Slc2a5"
3.03130720363826e-06,0.970302173692737,0.205,0.086,0.0484948526438048,"1","Dok1"
3.03421815706267e-06,0.406298886501851,0.926,0.757,0.0485414220766886,"1","Tceal8"
3.08247117470489e-06,0.596251465562017,0.57,0.251,0.0493133738529288,"5","Ppp1r8"
3.08932793694846e-06,0.441636193209431,0.989,0.773,0.0494230683353015,"5","Mpc2"
3.10201929524465e-06,0.72102026246188,0.608,0.363,0.049626104685324,"4","Rbp1"
3.11632316510374e-06,0.556315253552777,0.718,0.561,0.0498549379953297,"2","Sdhaf4"
3.17295599752268e-06,0.304741917101227,1,0.988,0.0507609500483678,"5","Aes"
3.19564929917766e-06,1.45545993656726,0.214,0.11,0.0511239974882443,"0","Setbp1"
3.21316523938777e-06,0.829997729821058,0.258,0.086,0.0514042174997255,"5","Fastkd2"
3.25722883294443e-06,0.952276614418167,0.598,0.396,0.052109146869445,"4","Nrtn"
3.26428990375267e-06,0.541867089512717,0.65,0.451,0.0522221098802352,"2","Atp6v1b2"
3.26493189369964e-06,0.934412921870238,0.288,0.144,0.0522323804354068,"1","Isoc2b"
3.28112804396111e-06,1.40221316402356,0.314,0.141,0.0524914864472898,"4","Snrk"
3.286172792264e-06,0.445897660346597,0.795,0.764,0.0525721923306395,"0","Capza2"
3.28761545542649e-06,0.270260005386213,1,0.985,0.052595272055913,"2","Hint1"
3.31319423315921e-06,1.08843034362327,1,0.723,0.0530044813420811,"6","Hmgn3"
3.31467311445593e-06,0.806035477645638,0.353,0.196,0.053028140485066,"1","Sptlc2"
3.3153113580016e-06,0.861367572725646,0.28,0.098,0.0530383511053096,"5","Fzd2"
3.32740269973824e-06,0.876951311184705,0.256,0.119,0.0532317883904124,"1","Col4a1"
3.35181169860137e-06,0.53581847464003,0.544,0.334,0.0536222835542248,"1","Arhgap5"
3.37353037886694e-06,0.858574403144252,0.237,0.076,0.0539697390011132,"5","Mettl2"
3.41422180442356e-06,0.527929725406792,0.637,0.418,0.0546207204271681,"1","Lzts2"
3.42429652076724e-06,1.97477385810183,0.216,0.08,0.0547818957392344,"4","B4galt1"
3.43235646682398e-06,0.747396669443072,0.344,0.131,0.05491083875625,"5","Rrp8"
3.4324827050331e-06,0.314108772280453,0.981,0.955,0.0549128583151196,"3","Dynlrb1"
3.44200386747557e-06,0.545264436706476,0.742,0.679,0.0550651778718741,"2","Ap1s1"
3.47107846456944e-06,0.576517154590413,0.616,0.552,0.0555303132761819,"0","Suds3"
3.49870546940089e-06,1.0773826061523,0.38,0.221,0.0559722900994755,"2","Yipf2"
3.51085561560242e-06,0.521726405751523,0.822,0.776,0.0561666681384076,"2","Tmed2"
3.5126698521506e-06,1.01632490888352,0.448,0.292,0.0561956922947054,"2","Cyb5b"
3.51908318938785e-06,1.02159640367427,0.223,0.098,0.0562982928638268,"1","Rdm1"
3.58625420992981e-06,0.917178849156651,0.215,0.065,0.0573728948504571,"5","Herc4"
3.66278837523051e-06,0.755739053368996,0.237,0.076,0.0585972884269377,"5","Ptpn12"
3.66339785043311e-06,1.13454133026738,0.393,0.238,0.0586070388112289,"2","F3"
3.68163170264792e-06,1.023868811865,0.35,0.194,0.0588987439789614,"2","Man1a2"
3.69193316012462e-06,1.20098868195823,0.314,0.133,0.0590635466956737,"4","1810041L15Rik"
3.6987924763937e-06,0.66775274554841,0.344,0.131,0.0591732820373464,"5","Syngr1"
3.70508809797493e-06,1.06484854295093,0.205,0.089,0.059273999391403,"1","Alg8"
3.73155342651026e-06,0.733277988621828,0.745,0.545,0.0596973917173111,"4","Wbp1"
3.73693080999058e-06,0.665063117195308,0.526,0.334,0.0597834190982293,"1","Mrps35"
3.74707757969053e-06,0.948625506689633,0.464,0.384,0.0599457471198891,"0","Irf2bpl"
3.78043090089967e-06,1.25395181371903,0.346,0.208,0.060479333552593,"3","2610002M06Rik"
3.78072845607941e-06,0.703288478215149,0.29,0.103,0.0604840938403583,"5","Sycn"
3.78756423653055e-06,0.612773750573732,0.814,0.617,0.0605934526560157,"4","Aplp2"
3.79848130305793e-06,0.871291512280995,0.407,0.245,0.0607681038863208,"3","Isg20"
3.81469660070173e-06,1.56300613874405,0.85,0.442,0.0610275162180263,"6","Rnase4"
3.83651158964715e-06,0.718724453267858,0.618,0.379,0.0613765124111751,"4","Rbfox2"
3.85273757974338e-06,0.727030577079395,0.414,0.234,0.0616360958007346,"1","Tada3"
3.87066056268821e-06,0.336259853412933,0.955,0.95,0.0619228276818859,"0","Psma2"
3.89238304063873e-06,0.649061967898046,0.712,0.609,0.0622703438841384,"2","Cetn2"
3.92869546345126e-06,0.782368660566748,0.376,0.151,0.0628512700242932,"5","Copz2"
3.93436113034064e-06,0.611299791991533,0.839,0.499,0.0629419093631895,"5","Eif3b"
3.9394510709592e-06,0.899346518213015,0.405,0.238,0.0630233382332053,"2","Dicer1"
3.96567365557908e-06,0.777294219504524,0.312,0.114,0.0634428471419541,"5","Abl1"
3.97259177444975e-06,0.726780602500189,0.312,0.113,0.063553523207647,"5","Coq3"
3.97294107744816e-06,1.14230204917472,0.373,0.186,0.0635591113570157,"4","Serpinf1"
3.97795347829814e-06,1.32884710057363,0.222,0.095,0.0636392997458137,"3","Riiad1"
3.99004909480022e-06,0.687933059938608,0.559,0.262,0.0638328054186139,"5","Prmt5"
4.02121083072169e-06,0.612364405758395,0.796,0.455,0.0643313308698855,"5","Ppm1g"
4.03359723421368e-06,0.770349836968285,0.366,0.144,0.0645294885529505,"5","Plekhb1"
4.03559441070281e-06,0.781669725276233,0.269,0.091,0.0645614393824235,"5","Tada2a"
4.06411951389439e-06,0.519674773034114,0.86,0.529,0.0650177839832825,"5","Mrps15"
4.07297793796301e-06,0.705844562294091,0.34,0.178,0.0651595010515323,"1","Rilpl2"
4.08407469600902e-06,1.16562091097874,1,0.499,0.0653370269867522,"6","Fam183b"
4.11015714069481e-06,0.885732994679849,0.258,0.087,0.0657542939368356,"5","Cars"
4.1261166682046e-06,0.419354339119331,0.828,0.754,0.0660096144579372,"2","Fam195b"
4.14349822502765e-06,1.07901488251091,0.204,0.061,0.0662876846039924,"5","Ddx51"
4.15401621530358e-06,0.547294088113438,0.753,0.411,0.0664559514124266,"5","Rpp21"
4.18520392626161e-06,0.607227072922899,0.344,0.129,0.0669548924123333,"5","Ubqln4"
4.22164249351659e-06,0.75599561687021,0.4,0.23,0.0675378366112784,"1","Ppan"
4.24098973047004e-06,0.974334164422913,0.344,0.142,0.0678473537080597,"5","Tgif2"
4.24901409333395e-06,1.10046432469889,0.219,0.099,0.0679757274651566,"1","Tln2"
4.27756113427294e-06,0.767081739861726,0.387,0.158,0.0684324230260984,"5","Sart3"
4.31012677259784e-06,0.814540628593107,0.409,0.168,0.0689534081080202,"5","Chac2"
4.33838881886244e-06,1.22184569126025,0.258,0.121,0.0694055443241614,"2","Arxes1"
4.36521708294928e-06,0.573563461699053,0.366,0.14,0.0698347428930226,"5","Erbb2ip"
4.365641874766e-06,1.1149135514335,0.247,0.085,0.0698415387125065,"5","Wnk2"
4.38010645856771e-06,0.285359342606776,0.982,0.958,0.0700729431241662,"2","Ndufa6"
4.40568896528476e-06,0.670499616068047,0.521,0.326,0.0704822120666256,"1","Nfe2l2"
4.40667268828736e-06,1.24511192263269,0.281,0.172,0.0704979496672213,"0","Fbxo44"
4.41204001484237e-06,0.671891512813117,0.456,0.274,0.0705838161574482,"1","Hat1"
4.41531025981823e-06,0.675156729330302,0.535,0.348,0.070636133536572,"1","Rps26-ps1"
4.43088217241896e-06,1.31553631471618,0.2,0.086,0.0708852529943586,"1","Blvrb"
4.44395167087038e-06,1.50926216843176,0.304,0.141,0.0710943388305843,"4","Wrap73"
4.44811218523088e-06,0.922272844177807,0.29,0.107,0.0711608987393236,"5","Asxl1"
4.45150519875364e-06,0.586317235691143,0.73,0.585,0.0712151801696608,"2","Cib1"
4.45979321846534e-06,0.460038245871547,0.946,0.746,0.0713477719090085,"5","Prelid1"
4.47304406256394e-06,0.745819386976312,0.516,0.242,0.071559758912898,"5","Smyd2"
4.50272168040163e-06,1.0793330405401,0.344,0.233,0.0720345414430653,"0","Arrdc4"
4.52655492868361e-06,1.01080633424192,0.488,0.348,0.0724158257490805,"3","P3h4"
4.56276588835527e-06,0.55893684152367,0.595,0.374,0.0729951286819076,"1","Slc35b2"
4.59424743533487e-06,0.600903021231412,0.804,0.636,0.0734987704704872,"4","Eci2"
4.60006569272167e-06,1.08973045481903,0.9,0.362,0.0735918509521613,"6","Dbpht2"
4.62540032138567e-06,0.862355314481655,0.312,0.117,0.073997154341528,"5","Tdp1"
4.63195338851114e-06,0.768389579372414,0.577,0.42,0.0741019903094012,"2","Tmem30a"
4.69609219835033e-06,0.720570496663216,0.583,0.462,0.0751280829892085,"2","Clptm1l"
4.7146274567957e-06,1.14342867664281,0.204,0.063,0.0754246100538177,"5","Tor1aip2"
4.72161904675337e-06,0.910736851978851,0.417,0.252,0.0755364615099604,"2","Tapbp"
4.75990841877462e-06,0.976683246522642,0.475,0.334,0.0761490148835563,"3","Pigs"
4.76850967214873e-06,0.894320717078774,0.307,0.16,0.0762866177350355,"1","Ifngr2"
4.76856451492755e-06,0.72183470117709,0.269,0.093,0.076287495109811,"5","Notch1"
4.76881345961997e-06,0.946153339139631,0.307,0.162,0.0762914777270003,"1","Cept1"
4.79179346313049e-06,0.761893492853736,0.367,0.204,0.0766591118231616,"1","Cd3eap"
4.79760616483344e-06,0.432243212515582,0.87,0.804,0.0767521034250054,"3","Atp6v1e1"
4.83783257967907e-06,0.608021313723737,0.478,0.34,0.0773956456097057,"0","Ece1"
4.84684232368673e-06,0.910490166450119,0.393,0.294,0.0775397834943403,"0","B9d2"
4.85664523649528e-06,0.972039882391655,0.258,0.09,0.0776966104934515,"5","Lgr4"
4.86329396343868e-06,0.66938411352189,0.602,0.307,0.077802976827092,"5","Clint1"
4.87872333732825e-06,0.256127287259223,0.994,0.972,0.0780498159505773,"2","Pkm"
4.91504848386791e-06,0.481257432469632,0.781,0.564,0.0786309456449188,"1","Kcnq1ot1"
4.93239726108336e-06,0.874716949301354,0.348,0.233,0.0789084913828116,"0","Ivd"
4.94040554833481e-06,0.263068695062294,0.995,0.967,0.0790366079622604,"1","Rps28"
4.96603392186487e-06,0.426986781146913,0.828,0.718,0.0794466106819941,"2","Ndufb3"
4.98283265056629e-06,0.562065622841777,0.674,0.646,0.0797153567437596,"0","Rab18"
4.98345567466327e-06,0.566306894443238,0.71,0.37,0.079725323883263,"5","E2f4"
5.01476856617291e-06,0.308845262214829,1,0.962,0.0802262675216342,"5","Hsp90aa1"
5.04246340544221e-06,0.546235702402407,0.828,0.532,0.0806693295602644,"5","Acp1"
5.0447800380145e-06,0.267365591670458,1,1,0.0807063910481559,"5","Rpl18a"
5.10074115217438e-06,1.34413365596367,1,0.795,0.0816016569524857,"6","Dlk1"
5.113380264969e-06,0.598367959446429,0.602,0.287,0.081803857478974,"5","Hnrnpa0"
5.12561126824639e-06,0.815954752455341,0.349,0.188,0.0819995290694057,"1","Hilpda"
5.18328280972972e-06,0.670787193096184,0.607,0.42,0.0829221583900561,"2","Wdr6"
5.20399071693444e-06,0.786295115885527,0.559,0.348,0.0832534434895171,"4","Mfap2"
5.2365976338987e-06,0.787107499785722,0.288,0.14,0.0837750889471114,"1","Zc3hc1"
5.24710769961224e-06,0.624081434415562,0.57,0.261,0.0839432289783967,"5","Adsl"
5.24955796086079e-06,0.661974745298102,0.485,0.283,0.083982428257851,"2","Pnmal2"
5.2649759700082e-06,0.612846329383642,0.563,0.359,0.0842290855681912,"1","Xrn2"
5.27827982304107e-06,1.00052275115216,0.405,0.248,0.084441920609011,"2","Tmem248"
5.28959855044978e-06,0.412050892352165,0.87,0.666,0.0846229976100956,"1","Adh5"
5.29031678950458e-06,0.97239720451973,0.35,0.192,0.0846344879984943,"2","Tmem263"
5.3772910251631e-06,0.593190616552104,0.685,0.6,0.0860259018205593,"3","Timm17b"
5.37773391793775e-06,0.583133489392961,0.613,0.321,0.0860329872191681,"5","Celf2"
5.47693144148424e-06,0.811852244340191,0.42,0.244,0.0876199492008648,"3","Ppp2r5b"
5.50045097585435e-06,0.409742119380205,0.808,0.817,0.0879962147117178,"0","Atp6v1e1"
5.5603805563267e-06,0.358092782904214,0.981,0.969,0.0889549681401146,"3","Edf1"
5.56097666924232e-06,0.426137790857632,0.81,0.68,0.0889645047545387,"2","Cfap20"
5.58405397655194e-06,0.66002206227506,0.456,0.264,0.089333695516878,"1","2310009B15Rik"
5.62215567571649e-06,0.460420418615708,0.81,0.74,0.0899432465001124,"2","Myeov2"
5.6267889572866e-06,1.28296208147403,0.245,0.112,0.090017369738671,"2","Pomc"
5.63718193929067e-06,3.03436069448495,0.25,0.041,0.0901836366647721,"6","Cntfr"
5.64908309703413e-06,0.587093448862427,0.526,0.317,0.090374031386352,"1","Timm44"
5.66295358463766e-06,0.466752059351377,0.681,0.498,0.0905959314470333,"2","Rnf130"
5.66861848905257e-06,0.516747641363457,0.72,0.349,0.090686558587863,"5","Ift27"
5.71239713481004e-06,2.0872439410677,0.6,0.203,0.091386929362691,"6","Fam46a"
5.75214359109804e-06,1.52016578091568,0.216,0.078,0.0920227931703864,"4","Atg4a"
5.78481350382827e-06,0.829965856167588,0.515,0.359,0.0925454464342447,"2","Rwdd4a"
5.79799054213487e-06,0.686354472418432,0.312,0.116,0.0927562526930737,"5","Pds5a"
5.82604244638185e-06,1.23401498353314,0.263,0.154,0.0932050270572168,"0","Msi1"
5.83795720507639e-06,0.570454061655241,0.474,0.275,0.0933956393668121,"1","Pmf1"
5.84883037990492e-06,0.459371924843191,0.798,0.69,0.093569588417719,"2","Nt5dc2"
5.87404228407713e-06,0.867483778030087,0.258,0.089,0.093972928460666,"5","Pde7a"
5.87439400603179e-06,1.35008476565241,0.237,0.13,0.0939785553084966,"0","Hdac5"
5.90634160344746e-06,0.950838843295549,0.313,0.159,0.0944896529719525,"2","Tspan33"
5.91671238661916e-06,1.39976184421634,0.314,0.146,0.0946555647611333,"4","Sel1l"
5.92547792594167e-06,0.573790910929471,0.632,0.449,0.0947957958592148,"2","Ddx6"
5.97072961247427e-06,0.651499603385645,0.344,0.131,0.0955197323403633,"5","9430038I01Rik"
6.01755642241205e-06,0.530211280815726,0.409,0.163,0.0962688676457479,"5","Cox18"
6.10442333766415e-06,1.09505401168838,0.402,0.214,0.0976585645559511,"4","Cdc73"
6.15131206941554e-06,1.34486014096777,0.363,0.182,0.0984086904865098,"4","Spsb4"
6.23173552343402e-06,0.341534293260303,0.819,0.605,0.0996953049038974,"1","Zfos1"
6.23284653590224e-06,0.628139736459963,0.558,0.391,0.099713078881364,"1","1110001J03Rik"
6.24736658383809e-06,0.870866766828945,0.442,0.264,0.0999453706082418,"1","Gamt"
6.27740323843695e-06,0.593124592039916,0.527,0.235,0.100425897008514,"5","Nudcd3"
