"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.59911342092548e-13,1.57461883615042,0.588,0.276,7.35766165079658e-09,"4","Ddit4"
4.59958368956444e-13,1.0555091331128,0.576,0.355,7.35841398656519e-09,"0","Mapre3"
4.60995675021814e-13,1.35511207904256,0.482,0.282,7.37500880899898e-09,"0","Trp53i11"
4.66223543878058e-13,1.13397061734822,0.667,0.406,7.45864425496117e-09,"3","Hist1h1c"
4.80449741027925e-13,1.93777400211911,0.259,0.073,7.68623495696474e-09,"3","Unc80"
4.96861674188853e-13,0.98512913106635,0.763,0.29,7.94879306367327e-09,"5","Aimp2"
5.07956576214383e-13,1.00706511022084,0.718,0.487,8.1262893062777e-09,"2","Xbp1"
5.36799176079518e-13,1.67730909214559,0.27,0.082,8.58771321892012e-09,"1","Nrarp"
5.41804061255781e-13,2.04562092280469,0.204,0.032,8.66778137196998e-09,"5","Sfmbt1"
5.46486792033261e-13,1.38584759626469,0.495,0.152,8.74269569894811e-09,"5","Ctps"
5.67202307862012e-13,1.20761784343003,0.488,0.236,9.07410252117647e-09,"1","Hddc2"
5.80995121302174e-13,0.815889110437672,0.759,0.636,9.29475995059217e-09,"0","Hnrnpdl"
5.83746772968572e-13,1.85300663631944,0.269,0.054,9.33878087395122e-09,"5","Timp1"
5.89249987733817e-13,0.529848683059467,1,0.949,9.42682130376561e-09,"5","Cdk4"
5.92934075729473e-13,0.825409838283369,0.804,0.534,9.48575934352011e-09,"2","Cplx2"
5.96156158130048e-13,0.725692926304128,0.777,0.619,9.53730621776451e-09,"0","Ubl3"
6.02741579491488e-13,3.13139431446858,0.5,0.068,9.64265978870482e-09,"6","Sult1d1"
6.09998604338338e-13,1.83428111288311,0.226,0.038,9.75875767220473e-09,"5","Cit"
6.2505127623525e-13,0.544341108559055,0.935,0.8,9.99957031721153e-09,"1","Hdgf"
6.33168430555088e-13,0.37520077661276,1,1,1.01294285520203e-08,"4","Rps10"
6.3356505224741e-13,1.43745599908136,0.358,0.141,1.01357737058541e-08,"1","Snx7"
6.43966381530006e-13,2.13712813408993,0.209,0.054,1.0302174171717e-08,"1","Rhbdf1"
6.51648905308355e-13,1.02073238210002,0.613,0.208,1.04250791871231e-08,"5","Gpx8"
6.58460180937192e-13,1.17952370885569,0.562,0.271,1.05340459746332e-08,"3","Lrp11"
6.6035613466985e-13,0.961311600854038,0.802,0.612,1.05643774424483e-08,"3","Emb"
6.65965811164168e-13,0.47833238837597,0.972,0.835,1.06541210470044e-08,"1","Pfdn1"
6.77078542964945e-13,0.396957554652707,1,0.991,1.08319025303532e-08,"2","Ngfrap1"
6.77440991113915e-13,1.82964868055435,0.29,0.088,1.08377009758404e-08,"3","Slc30a8"
6.8896615399144e-13,1.21218066278258,0.567,0.379,1.10220805315551e-08,"0","Foxa3"
7.03792509019779e-13,0.397422463695297,1,1,1.12592725592984e-08,"5","Rpl28"
7.18596144440947e-13,0.728884229105854,0.852,0.75,1.14961011187663e-08,"3","Sdf4"
7.20040653908217e-13,0.766996895577005,0.617,0.294,1.15192103812237e-08,"3","Pak3"
7.2044545090621e-13,1.49970546431821,0.512,0.259,1.15256863235975e-08,"3","Parm1"
7.27542429403942e-13,1.03981437270094,0.613,0.213,1.16392237856043e-08,"5","Slc38a4"
7.30134365053231e-13,1.30868390527183,0.46,0.256,1.16806895721216e-08,"0","Uchl1"
7.38866759187712e-13,1.60256035974706,0.52,0.216,1.1820390413485e-08,"4","Amotl1"
7.54360920281255e-13,1.24425900870893,0.634,0.244,1.20682660026595e-08,"5","Eif4ebp1"
7.80092141756639e-13,2.13972875493944,0.353,0.107,1.24799140838227e-08,"4","Sox11"
7.8425703641136e-13,1.12544289243725,0.636,0.409,1.25465440685089e-08,"3","Hexa"
7.87642719066446e-13,1.13191287020997,0.495,0.148,1.2600708219625e-08,"5","Wwc1"
8.18660680788299e-13,0.268486557363988,1,1,1.30969335712512e-08,"4","Rps14"
8.24657330880399e-13,1.43574211714804,0.363,0.103,1.31928679794246e-08,"4","Upk3bl"
8.26098559203934e-13,0.616515197856067,0.857,0.766,1.32159247501445e-08,"0","Gabarapl2"
8.35391988535741e-13,0.41366967593113,1,0.999,1.33646010325948e-08,"4","Ptma"
8.43407699429489e-13,2.22455536811006,0.205,0.052,1.3492836375473e-08,"1","Adamts9"
8.57845053524692e-13,0.983874194643306,0.748,0.526,1.3723805166288e-08,"2","Anapc16"
8.62111937760571e-13,1.78343899850117,0.204,0.032,1.37920667802936e-08,"5","Haus3"
8.73550143264864e-13,2.30280709886863,0.304,0.082,1.39750551919513e-08,"4","Pbld2"
8.80448125705511e-13,0.849622516990702,0.451,0.182,1.40854091150368e-08,"1","Lig1"
8.86657867727555e-13,1.83780986302211,0.28,0.059,1.41847525679054e-08,"5","Eef2k"
9.00850911516581e-13,2.01340008467505,0.228,0.063,1.44118128824423e-08,"1","Flrt2"
9.43373338466465e-13,0.736276450499352,0.851,0.635,1.50920866687865e-08,"1","Gpi1"
9.66918949661478e-13,0.378025414805936,1,1,1.54687693566843e-08,"5","Rps10"
9.96961001477697e-13,0.679753124940027,0.791,0.459,1.59493821016402e-08,"1","Hmgb3"
1.01938964468416e-12,1.98398834015567,0.327,0.12,1.63081955356572e-08,"3","Ncoa7"
1.09268312558572e-12,1.70366530739275,0.29,0.064,1.74807446431204e-08,"5","Ugt2b35"
1.09748514791955e-12,1.10202867690805,0.731,0.307,1.75575673964169e-08,"5","Ddx39"
1.10150081486024e-12,2.17290935610369,0.241,0.066,1.76218100361342e-08,"3","Tmsb15b1"
1.11115707135102e-12,2.22270279697157,0.2,0.05,1.77762908274736e-08,"1","Rapsn"
1.1244930966847e-12,0.491088072483263,1,0.989,1.79896405607618e-08,"4","Rps12"
1.16377688537312e-12,0.81346495334832,0.665,0.515,1.86181026121992e-08,"0","Arid4b"
1.16548448086428e-12,2.12922735934008,0.202,0.045,1.86454207248667e-08,"2","Prune2"
1.20278779337376e-12,0.792873282704617,0.951,0.97,1.92421991183933e-08,"0","Tecr"
1.20662406652752e-12,1.01538152259435,0.613,0.218,1.93035718163072e-08,"5","Mdfi"
1.22017194980127e-12,1.30243887576051,0.558,0.315,1.95203108529207e-08,"2","Chid1"
1.23495328851917e-12,0.283013458383205,1,1,1.97567827097297e-08,"5","Rpl14"
1.23667715233275e-12,0.379909995581865,1,1,1.97843610830193e-08,"5","Rps5"
1.25504812769918e-12,1.27227370191066,0.355,0.086,2.00782599469315e-08,"5","Nrf1"
1.25531734680666e-12,1.66481914914066,0.43,0.134,2.00825669142129e-08,"5","Rpa1"
1.26499537891039e-12,1.63635920859463,0.461,0.17,2.02373960718085e-08,"4","Adck5"
1.27835379221e-12,4.52998043303729,0.2,0.01,2.04511039677755e-08,"6","Tmem130"
1.30688024830613e-12,0.865250000819692,0.804,0.674,2.09074702124015e-08,"2","2210013O21Rik"
1.33582869246329e-12,1.17096394552849,0.602,0.213,2.13705874220277e-08,"5","Mybbp1a"
1.35361736227968e-12,1.22572649738722,0.667,0.277,2.16551705617503e-08,"5","Nubp1"
1.35372347193464e-12,1.19965542173547,0.654,0.472,2.16568681040104e-08,"3","Acat1"
1.36672098700634e-12,1.33881711388917,0.415,0.201,2.18648023501275e-08,"0","Tekt2"
1.38050266839114e-12,1.47097396313655,0.293,0.097,2.20852816889215e-08,"1","Myh14"
1.40842864350651e-12,0.583348101686342,0.929,0.907,2.25320414388172e-08,"0","Ptov1"
1.41188986551114e-12,0.608877018313045,0.926,0.657,2.25874140684473e-08,"2","Camk2n1"
1.43719690430107e-12,1.57581484092902,0.344,0.088,2.29922760750085e-08,"5","Notch2"
1.45002436048819e-12,0.953515998999867,0.693,0.427,2.31974897190901e-08,"1","Laptm4b"
1.4538343359659e-12,0.800624529714357,0.696,0.585,2.32584417067824e-08,"0","Dnajc7"
1.47893699887729e-12,1.41795516404541,0.627,0.319,2.36600341080388e-08,"4","Taf13"
1.4841583316226e-12,0.391951985283908,1,1,2.37435649892984e-08,"5","Rps18"
1.50823697223839e-12,3.53974651344107,0.45,0.06,2.41287750818697e-08,"6","Cdh2"
1.55687502089313e-12,1.09535161622671,0.677,0.274,2.49068865842483e-08,"5","Ift43"
1.55948328763605e-12,1.30282140283613,0.495,0.159,2.49486136356015e-08,"5","Dcbld1"
1.57726774577744e-12,1.59395983578551,0.461,0.171,2.52331293969475e-08,"4","Rtkn"
1.58693216231694e-12,0.664660201861162,0.989,0.842,2.53877407327463e-08,"5","Hnrnpab"
1.60975894907243e-12,0.793479566489502,0.62,0.282,2.57529236672608e-08,"2","Rundc3a"
1.61317125430855e-12,0.574030675381506,1,0.92,2.58075137264281e-08,"5","Gpx4"
1.61987934635025e-12,0.420888900656518,1,0.999,2.59148297829113e-08,"5","Eef1g"
1.64156339676104e-12,0.9593701950672,0.706,0.442,2.62617312213831e-08,"2","Dnmt3a"
1.66901609430074e-12,1.58337320813565,0.312,0.071,2.67009194766233e-08,"5","Nedd1"
1.75934330334351e-12,1.0667998794204,0.548,0.179,2.81459741668894e-08,"5","Nek6"
1.81449808399363e-12,1.4621814012463,0.279,0.089,2.90283403477302e-08,"1","Il17re"
1.9150205286464e-12,0.576984230082349,0.94,0.795,3.06364984172851e-08,"1","Tmed9"
1.92613759188464e-12,0.723075469596506,0.821,0.801,3.08143491949705e-08,"0","Ube2e3"
1.94093452547238e-12,1.50875365623396,0.326,0.12,3.10510705385071e-08,"1","Plekhb1"
1.95894365070232e-12,0.907344589393871,0.912,0.714,3.13391805239357e-08,"4","Commd3"
1.97766113810846e-12,1.10357693432467,0.624,0.221,3.16386228874591e-08,"5","Cep57"
2.04456130073694e-12,1.66444061883535,0.335,0.152,3.27088916891896e-08,"0","Snapc3"
2.055612446334e-12,0.822595486426305,0.688,0.538,3.28856879164514e-08,"0","Sqstm1"
2.08108337282073e-12,0.351910917639497,1,0.993,3.32931717983861e-08,"2","Cox8a"
2.11484973184555e-12,4.18982741952249,0.2,0.01,3.38333660100651e-08,"6","1700066B19Rik"
2.12354495823995e-12,0.938490564499605,0.817,0.352,3.39724722419227e-08,"5","Arf6"
2.1460514141836e-12,1.61850636379877,0.348,0.162,3.43325305241093e-08,"0","Tmem53"
2.17913883359988e-12,1.96928909504858,0.241,0.065,3.48618630599309e-08,"3","St8sia3"
2.2452239161771e-12,1.21495551455825,0.516,0.172,3.59190922110012e-08,"5","Tesc"
2.28136443974115e-12,0.946551225469014,0.871,0.44,3.6497268306979e-08,"5","Dnajc2"
2.28166977841051e-12,1.07457145032505,0.774,0.38,3.65021531150113e-08,"5","Orc6"
2.36531478910537e-12,1.20890773766255,0.574,0.333,3.78403059961077e-08,"3","Dtx3"
2.41675629649011e-12,1.27523999179816,0.377,0.156,3.86632672312487e-08,"1","Tesc"
2.45021393224505e-12,0.454490167630643,1,0.995,3.91985224880562e-08,"4","Rpl37"
2.48060873912082e-12,1.59646911914126,0.302,0.099,3.96847786084549e-08,"3","Ffar1"
2.49764772223889e-12,2.09810233414079,0.2,0.051,3.99573682603777e-08,"1","Dusp14"
2.50587334294684e-12,0.384622876451394,1,1,4.00889617404635e-08,"4","Rps15"
2.5305106916274e-12,0.341893870496998,1,0.999,4.04831100446552e-08,"1","Ptma"
2.54607591924903e-12,0.442513676178871,0.988,0.958,4.0732122556146e-08,"2","Ndufb9"
2.57912533103426e-12,1.51762424906419,0.321,0.123,4.1260847045886e-08,"1","Map3k1"
2.61864166588781e-12,1.51604669481205,0.28,0.059,4.18930293708733e-08,"5","Sclt1"
2.67003172038729e-12,0.692696648894919,0.895,0.703,4.27151674627559e-08,"3","Anxa4"
2.67566978727153e-12,1.44253202294504,0.417,0.185,4.28053652567699e-08,"2","Uso1"
2.73062725002841e-12,0.826151228212456,0.951,0.733,4.36845747459545e-08,"4","Cldn6"
2.7341815871432e-12,1.74227678541166,0.258,0.052,4.3741437031117e-08,"5","Alg6"
2.74023658921936e-12,0.534089771990382,0.944,0.797,4.38383049543313e-08,"1","Ier2"
2.74121676626412e-12,1.19034445980453,0.67,0.564,4.38539858266934e-08,"0","Cited2"
2.75720988088632e-12,1.37788074797967,0.409,0.114,4.41098436744193e-08,"5","Eri1"
2.76728770320952e-12,1.03846586189943,0.484,0.225,4.42710686759459e-08,"1","Pgm2"
2.76969278738888e-12,1.44337402792197,0.469,0.231,4.43095452126472e-08,"3","Lgals3bp"
2.8069863187054e-12,0.298440801054904,1,1,4.4906167126649e-08,"4","Fau"
2.81246388566689e-12,0.976653677426095,0.609,0.325,4.49937972428989e-08,"1","Efhd2"
2.81319913667234e-12,1.14878982722121,0.502,0.247,4.50055597884841e-08,"1","Pole3"
2.82094637200138e-12,0.903684279500276,0.724,0.487,4.5129500059278e-08,"2","Cox17"
2.87017097413712e-12,1.04102110985653,0.545,0.368,4.59169952442456e-08,"0","Chd7"
2.88008573972527e-12,1.20627834523651,0.46,0.196,4.60756116641248e-08,"2","Gnaz"
2.88573580731356e-12,1.17846888607141,0.484,0.149,4.61660014454023e-08,"5","Pank2"
2.88711453585485e-12,1.30967578719663,0.667,0.355,4.61880583446059e-08,"4","Efhd2"
2.8887548786204e-12,1.21067486847661,0.706,0.413,4.62143005481691e-08,"4","Tob1"
2.99824811190713e-12,1.60960670406802,0.258,0.052,4.79659732942903e-08,"5","Onecut1"
3.06144819325539e-12,0.789732838465703,0.781,0.507,4.89770481956998e-08,"1","Ninj1"
3.06725638934449e-12,0.965736430543943,0.914,0.489,4.90699677167331e-08,"5","Deb1"
3.11059925783268e-12,0.40643745628574,1,1,4.97633669268072e-08,"4","Rps11"
3.110786810371e-12,0.782535455488598,0.822,0.683,4.97663673923153e-08,"2","Mrpl57"
3.14788587618827e-12,1.22407677014325,0.473,0.144,5.03598782472599e-08,"5","Mllt3"
3.16755704284471e-12,0.628766118542817,0.978,0.8,5.06745775714297e-08,"5","Polr2f"
3.18727899698054e-12,0.782761803798666,0.968,0.626,5.09900893936947e-08,"5","Lsm8"
3.20611827855646e-12,0.377414365575895,1,1,5.12914802203463e-08,"4","Rpl28"
3.24990612255131e-12,0.377300306668541,0.991,0.984,5.19919981485759e-08,"0","Hnrnpk"
3.26286211076573e-12,1.18331091203416,0.406,0.196,5.21992680480301e-08,"0","Necab2"
3.28735792527963e-12,1.10491046837013,0.591,0.214,5.25911520886235e-08,"5","Cdo1"
3.29866948551746e-12,1.6378251762616,0.28,0.062,5.27721144293084e-08,"5","Rapsn"
3.33504623668676e-12,0.324405426302381,1,0.989,5.33540696945147e-08,"0","Psmb1"
3.33862495062975e-12,1.34770002372474,0.569,0.249,5.34113219601747e-08,"4","Mmp14"
3.38005094949693e-12,1.69905525127235,0.247,0.049,5.40740550900518e-08,"5","Gclc"
3.53498941937636e-12,0.836356610491812,0.892,0.477,5.6552760731183e-08,"5","Snrpa1"
3.61297676183106e-12,1.14316336666774,0.538,0.182,5.78004022357733e-08,"5","Ppif"
3.70498727570146e-12,1.56397489380257,0.302,0.105,5.92723864366719e-08,"1","Rhov"
3.74444545404721e-12,1.32392705386376,0.469,0.24,5.99036383738472e-08,"3","Ica1"
3.74592404699876e-12,0.869885017456454,0.679,0.387,5.99272929038861e-08,"1","Nrep"
3.77105885848579e-12,2.1349456706628,0.219,0.068,6.03293996180557e-08,"0","Fam131a"
3.81472988115342e-12,0.908060277654553,0.902,0.657,6.10280486386923e-08,"4","Txnip"
3.85753862833395e-12,0.935659963096347,0.602,0.213,6.17129029760866e-08,"5","Cdc42ep5"
3.86963376884029e-12,0.920943216170605,0.828,0.375,6.1906401033907e-08,"5","Ezr"
3.96780671789449e-12,1.77144124128795,0.258,0.075,6.34769718728761e-08,"2","March9"
4.08440930309375e-12,2.27192289660118,0.245,0.07,6.53423800308939e-08,"2","Fkbp1b"
4.09657471352918e-12,1.42459790336034,0.376,0.106,6.55370022670398e-08,"5","E2f1"
4.12433326083693e-12,0.718470955773363,0.968,0.664,6.59810835068692e-08,"5","Bex1"
4.13111531028411e-12,0.792965005337835,0.732,0.604,6.60895827339252e-08,"0","Gstz1"
4.17512394611532e-12,1.48073750790394,0.376,0.103,6.67936328899528e-08,"5","Fbxo17"
4.20828602536529e-12,0.963537697246346,0.763,0.307,6.73241598337938e-08,"5","Ppie"
4.21929596716368e-12,1.01816133175064,0.602,0.213,6.75002968826845e-08,"5","Decr1"
4.25234272068675e-12,1.37560948813153,0.43,0.128,6.80289788455466e-08,"5","Gpm6b"
4.25876459472265e-12,0.339508036632822,1,1,6.8131715986373e-08,"5","Rpl11"
4.31580329234313e-12,0.661719862845272,0.795,0.747,6.90442210709054e-08,"0","Dctn2"
4.4659232294434e-12,0.815181003181619,0.753,0.466,7.14458398246355e-08,"1","F11r"
4.51535091715044e-12,1.04488819095038,0.699,0.267,7.22365839725727e-08,"5","Larp7"
4.52847916414416e-12,0.991324666182928,0.595,0.327,7.24466096679782e-08,"1","Marc2"
4.57876176823447e-12,1.46357605979073,0.384,0.191,7.32510307682151e-08,"0","Prkar1b"
4.67361863833131e-12,0.951263879689464,0.748,0.501,7.47685509760242e-08,"2","Kif12"
4.701923400386e-12,1.88684322929596,0.279,0.098,7.52213705593753e-08,"1","Fgfr3"
4.80796055880455e-12,1.23266566917444,0.504,0.326,7.69177530197551e-08,"0","Lpar6"
4.90405630253829e-12,1.07646831415624,0.699,0.278,7.84550927280075e-08,"5","Pih1d1"
4.99676864888245e-12,0.300433907614226,1,1,7.99383048448215e-08,"4","Rpl8"
5.01304377043793e-12,1.17207906660901,0.428,0.192,8.01986742394659e-08,"1","Rnf128"
5.03852711108647e-12,0.695491881796357,0.865,0.763,8.06063567231614e-08,"2","Srp9"
5.12974517769014e-12,0.499412975856265,0.986,0.873,8.20656633526869e-08,"1","Ncl"
5.1852271714427e-12,0.759823997174592,0.642,0.33,8.29532642887404e-08,"3","Runx1t1"
5.20268888236048e-12,0.374086789290107,1,1,8.3232616740003e-08,"4","Rps23"
5.22711145777268e-12,1.1024619366399,0.58,0.341,8.36233291014473e-08,"3","Ppp1r37"
5.23822795509001e-12,0.995881342120799,0.863,0.62,8.380117082553e-08,"4","Polr3k"
5.27634801684032e-12,1.60559618508397,0.383,0.168,8.44110155734114e-08,"3","Naga"
5.33791506007032e-12,0.536544226414192,0.893,0.906,8.5395965131005e-08,"0","Arpc1a"
5.44589755630448e-12,1.70831733337065,0.27,0.094,8.71234691057591e-08,"1","Agrn"
5.45227535503319e-12,0.267675037687854,1,1,8.7225501129821e-08,"4","Rpl14"
5.52218183880987e-12,1.34672962354075,0.957,0.701,8.83438650572803e-08,"5","Arl6ip1"
5.55179502643845e-12,1.02044720725093,0.763,0.35,8.88176168329624e-08,"5","Ppa1"
5.5647104105877e-12,0.8366219212267,0.957,0.611,8.9024237148582e-08,"5","Hnrnpd"
5.59850735383101e-12,1.76591733504974,0.247,0.05,8.95649206465885e-08,"5","Nbn"
5.6184149168698e-12,1.4729486727853,0.312,0.076,8.9883401840083e-08,"5","Slc4a4"
5.63176564792255e-12,2.44587032487877,0.225,0.047,9.00969868354649e-08,"4","Rgs16"
5.67170180825378e-12,2.05151793006654,0.398,0.131,9.07358855284439e-08,"5","Ung"
5.88632602247006e-12,1.02867319726029,0.656,0.252,9.4169443707476e-08,"5","Hspa14"
6.03044967575963e-12,0.90759701178338,0.6,0.317,9.64751339128025e-08,"1","Mcl1"
6.09672652600877e-12,0.601542107649304,0.926,0.817,9.75354309630884e-08,"2","Chmp2a"
6.17433442413464e-12,1.78567785314725,0.307,0.108,9.87770021173059e-08,"2","Slc2a2"
6.18681237792463e-12,1.3107813901138,0.366,0.097,9.89766244220383e-08,"5","Mycn"
6.40480132617996e-12,1.87762856561041,0.209,0.058,1.02464011616227e-07,"1","Tcf7l1"
6.52385808855496e-12,1.09163475503598,0.602,0.216,1.04368681700702e-07,"5","Prpf31"
6.6176086731555e-12,1.80117746898411,0.258,0.075,1.05868503553142e-07,"2","Kctd12"
6.62119072881568e-12,1.31916666517392,0.411,0.216,1.05925809279593e-07,"0","Tecpr1"
6.66776386568769e-12,0.302584877079097,1,1,1.06670886323272e-07,"4","Rpl26"
6.73322589815562e-12,1.58946845538371,0.302,0.114,1.07718147918694e-07,"1","Plod2"
6.75800591253213e-12,1.36970419556649,0.34,0.125,1.08114578588689e-07,"3","Celf4"
6.92889052070999e-12,2.78337975284481,1,0.656,1.10848390550318e-07,"6","Pyy"
7.06896509186629e-12,0.483282639621508,0.963,0.847,1.13089303539677e-07,"1","Vamp8"
7.18447837302316e-12,0.862863121564597,0.902,0.747,1.14937285011624e-07,"4","Top1"
7.24251916390031e-12,2.20044908030818,0.214,0.065,1.15865821584077e-07,"0","Plk3"
7.26702139313533e-12,1.36847450762638,0.326,0.124,1.16257808247379e-07,"1","Bcat2"
7.29521730389992e-12,0.938868042517673,0.849,0.415,1.16708886427791e-07,"5","Gsr"
7.32238723858868e-12,0.286928477623873,1,1,1.17143551042942e-07,"5","Rpl19"
7.41838199439709e-12,0.700328444791093,0.822,0.578,1.18679275146365e-07,"2","Glul"
7.42276491794967e-12,1.05594612642717,0.398,0.114,1.18749393157359e-07,"5","S100b"
7.45004653774577e-12,0.834987780960332,0.946,0.63,1.19185844510857e-07,"5","Banf1"
7.47093836647221e-12,1.19108596595243,0.473,0.142,1.19520071986822e-07,"5","Gemin2"
7.57163998828779e-12,1.21368615864562,0.462,0.142,1.21131096532628e-07,"5","Rrp9"
7.59098725426846e-12,1.14411636191522,0.465,0.219,1.21440614093787e-07,"1","Nudt9"
7.60990604046399e-12,0.553299721796297,0.916,0.751,1.21743276835343e-07,"1","Fkbp3"
7.99111617223049e-12,1.44708407386547,0.335,0.131,1.27841876523343e-07,"1","Rnf135"
8.04203311068416e-12,1.37947475598079,0.409,0.119,1.28656445704725e-07,"5","Vill"
8.14596089274876e-12,0.830932631503411,0.647,0.487,1.30319082362195e-07,"0","Hagh"
8.34604957973596e-12,0.512190547670802,0.963,0.885,1.33520101176616e-07,"2","Pcbd1"
8.40679413268591e-12,0.879526967234328,0.693,0.435,1.34491892534709e-07,"1","Sfxn1"
8.46676548999817e-12,1.35683270597252,0.335,0.13,1.35451314308991e-07,"1","Cryz"
8.71988880761286e-12,2.22427963368352,0.272,0.092,1.39500781144191e-07,"3","Klhl13"
8.8008035480267e-12,0.91626699900845,0.779,0.616,1.40795255161331e-07,"2","Tmbim4"
8.8073390006499e-12,1.04501628842288,0.644,0.419,1.40899809332397e-07,"2","Vps35"
8.87140621292873e-12,1.03713820690334,0.473,0.151,1.41924756594434e-07,"5","Cited4"
8.8774403114589e-12,1.23444430562748,0.451,0.213,1.42021290102719e-07,"3","Btg3"
9.00725072657163e-12,0.951983593911837,0.515,0.229,1.44097997123693e-07,"2","Gnao1"
9.23794554068531e-12,2.41699543882557,0.85,0.248,1.47788652759884e-07,"6","Scg2"
9.2925453288616e-12,1.60336115881361,0.264,0.078,1.48662140171128e-07,"2","Prss50"
9.43884940413762e-12,1.19716296189536,0.43,0.129,1.51002712767394e-07,"5","Clmn"
9.52510067940723e-12,1.92480997473164,0.204,0.035,1.52382560669157e-07,"5","Plekha7"
9.54014007703584e-12,0.618837751580402,0.839,0.791,1.52623160952419e-07,"0","Sf3b1"
9.60627977596197e-12,1.99830846674026,1,0.731,1.5368126385584e-07,"6","Cd24a"
9.62652398069949e-12,0.878061576346227,0.602,0.217,1.5400513064323e-07,"5","Gstt1"
9.70807076491944e-12,1.98320290607889,0.431,0.161,1.55309716097181e-07,"4","Serpina1e"
9.77676280322602e-12,1.07813554547345,0.465,0.223,1.5640865132601e-07,"1","Frrs1"
9.80087457086715e-12,2.23203043879655,0.686,0.422,1.56794391384733e-07,"4","Serpina6"
9.81864571949193e-12,0.627802069177732,0.978,0.648,1.57078694220432e-07,"5","H19"
9.96667498812742e-12,0.734619085129569,0.957,0.758,1.59446866460062e-07,"5","Cldn7"
1.00469659849012e-11,0.657541221889242,0.951,0.903,1.60731361826449e-07,"4","Tspan3"
1.00931604767443e-11,3.79461704630907,0.35,0.038,1.61470381306956e-07,"6","Stmn3"
1.01123353480414e-11,1.08338027105575,0.509,0.336,1.61777140897966e-07,"0","Bckdha"
1.01836627799671e-11,0.756241799095143,0.805,0.543,1.62918237153913e-07,"1","C1qbp"
1.05220428103049e-11,0.596532207255376,0.907,0.873,1.68331640879257e-07,"3","Ddost"
1.07154116208915e-11,1.47303279899197,0.676,0.381,1.71425155111023e-07,"4","Litaf"
1.10164148025272e-11,1.07470451478612,0.71,0.304,1.7624060401083e-07,"5","Nop56"
1.10194393056578e-11,1.22643832381756,0.414,0.182,1.76288990011914e-07,"1","Dsp"
1.14481813486751e-11,0.79114572115611,0.902,0.623,1.83148005216104e-07,"4","Zfos1"
1.15353463926165e-11,2.11928789045488,0.216,0.059,1.84542471589079e-07,"3","Krt1"
1.15833051645408e-11,1.35632834492418,0.398,0.117,1.85309716022324e-07,"5","Mgll"
1.16450771861472e-11,1.60534866954892,0.307,0.103,1.86297944823983e-07,"2","Dnaja4"
1.1953400174519e-11,0.597307082313125,0.932,0.826,1.91230495991955e-07,"3","Stub1"
1.23051379695216e-11,1.03075745175533,0.839,0.445,1.96857597236407e-07,"5","Aars"
1.2522345823974e-11,1.0614684891645,0.5,0.29,2.00332488491936e-07,"0","Rundc3a"
1.25451687165469e-11,1.96967675434867,0.214,0.063,2.00697609127317e-07,"1","Car9"
1.28178594666631e-11,0.774422731581853,0.846,0.717,2.05060115747677e-07,"3","Mydgf"
1.28282354495123e-11,1.02990349657876,0.71,0.296,2.05226110721298e-07,"5","Odc1"
1.29250019739117e-11,1.09984297273645,0.862,0.832,2.0677418157864e-07,"0","Mdk"
1.29736440500698e-11,0.773124336383599,0.922,0.774,2.07552357513017e-07,"4","Ptprf"
1.33023159564878e-11,4.19159219473517,0.25,0.019,2.12810450671892e-07,"6","Ntf3"
1.36701319684883e-11,1.00287513539777,0.591,0.201,2.18694771231876e-07,"5","Suz12"
1.3670143114113e-11,1.27867689045752,0.333,0.084,2.1869494953958e-07,"5","Lrrc40"
1.4084278112405e-11,0.774386087350322,0.968,0.704,2.25320281242256e-07,"5","Rbbp7"
1.41125351838457e-11,1.15491824768073,0.505,0.17,2.25772337871163e-07,"5","Ybx3"
1.41453073526495e-11,0.975652323933159,0.763,0.348,2.26296627027686e-07,"5","Ifitm3"
1.43003087468575e-11,1.67322472779834,0.215,0.04,2.28776339332226e-07,"5","Palmd"
1.43146266249211e-11,1.24095229046878,0.398,0.111,2.29005396745487e-07,"5","Rqcd1"
1.50046838337443e-11,2.18223039749714,0.209,0.053,2.40044931972242e-07,"2","Manf"
1.52049817871017e-11,1.41605658726353,0.446,0.283,2.43249298630053e-07,"0","Siah2"
1.53488011687642e-11,0.69300767912464,0.968,0.558,2.45550121097889e-07,"5","Cdkn1c"
1.54254985600376e-11,0.853222938822046,0.732,0.652,2.46777125963482e-07,"0","Limd2"
1.579824370763e-11,0.403766949418894,0.675,0.33,2.52740302834665e-07,"2","Tubb3"
1.58369551827469e-11,1.17837781509376,0.293,0.105,2.53359609013584e-07,"1","Spink4"
1.60995982016215e-11,0.539345764522122,0.991,0.889,2.57561372029541e-07,"1","Hmgb1"
1.67720201449689e-11,1.30758449454527,0.393,0.197,2.68318778279213e-07,"0","Map9"
1.68660747690284e-11,1.6937463305236,0.214,0.06,2.69823464154917e-07,"1","Fbxo4"
1.71002388989049e-11,0.883853667853972,0.603,0.424,2.73569621904681e-07,"0","Ptbp3"
1.75293948819602e-11,2.01875421661356,0.241,0.072,2.80435259321599e-07,"3","2700033N17Rik"
1.75871432967438e-11,1.18764850708963,0.451,0.198,2.81359118461307e-07,"3","Gnaz"
1.78521420824719e-11,0.650787241905829,0.978,0.814,2.85598569035385e-07,"5","Hdgf"
